pid	name	provider_id	genre	pop_item	pop_provider
1331	Lifelines	11	19	0.3060428849902534	0.015086820381440364
1356	The Curtain Falls	19	39	0.27680311890838205	0.04924565898092798
1363	Orange Crush	259	68	0.2222222222222222	0.2260176487332764
1367	Blue Velvet	82	20	0.3138401559454191	0.048534016510105325
1421	Machine Gun	272	20	0.10721247563352826	0.08169655565044122
1448	Death Whispered a Lullaby	71	7	0.08187134502923976	0.3448619413606604
1487	She Has No Time	190	1463	0.1539961013645224	0.05166524338172502
1489	The Invisible Man	140	20	0.7095516569200779	0.515798462852263
1492	Dirge for November	71	7	0.07212475633528265	0.3448619413606604
1506	Misanthrope	169	152	0.08576998050682261	0.26786222601764875
1520	Sacred Serenity	169	152	0.10331384015594541	0.26786222601764875
1523	1,000 Eyes	169	152	0.13255360623781676	0.26786222601764875
1535	Entrapment	184	7	0.08966861598440545	0.09037859379447766
1543	Full Circle	148	0	0.16569200779727095	0.10489610019925989
1547	Footprints	4	39	0.12280701754385964	0.21150014232849418
1556	Some Day	20	20	0.6179337231968811	0.035012809564474806
1572	Ameno	285	34	0.0682261208576998	0.018360375747224593
1617	Sweet Home Chicago	296	23	0.07017543859649122	0.010389980074010817
1692	Dosed	27	68	0.05458089668615984	0.7235980643324793
1716	Back in the Saddle	148	0	0.08187134502923976	0.10489610019925989
1732	Torture Me	27	68	0.06432748538011696	0.7235980643324793
1738	Miss the Misery	3	68	0.2729044834307992	0.18730429832052378
1740	Perfect Strangers	64	0	0.27680311890838205	0.125533731853117
1771	All Around the World	79	20	0.14814814814814814	0.16552803871335042
1778	In My Time of Need	71	7	0.07017543859649122	0.3448619413606604
1780	Windowpane	71	7	0.05458089668615984	0.3448619413606604
1785	Reckoning Day	1	12	0.1539961013645224	0.2241673783091375
1797	Trial of Tears	7	32	0.08187134502923976	0.2588955308852832
1815	Soul Wars	95	1463	0.056530214424951264	0.04782237403928266
1816	Megalithic Symphony	95	1463	0.05263157894736842	0.04782237403928266
1824	Hail and Kill	334	85	0.6257309941520468	0.15798462852263023
1838	Insurgentes	30	1487	0.27680311890838205	0.029746655280387134
2729	Soul Bleed	389	1239	0.09746588693957114	0.004981497295758611
2970	Black Dahlia	4	39	0.09161793372319688	0.21150014232849418
2981	Biotech Is Godzilla	421	1239	0.12475633528265107	0.12567606034728152
2997	Electric Hellfire	281	1239	0.1539961013645224	0.15584970111016225
2999	Say What You Will	281	1239	0.21052631578947367	0.15584970111016225
3001	Suicide Messiah	281	1239	0.08966861598440545	0.15584970111016225
3014	Nine Lives	148	0	0.06042884990253411	0.10489610019925989
3034	New Religion	281	1239	0.06432748538011696	0.15584970111016225
3035	Forever Down	281	1239	0.07797270955165692	0.15584970111016225
3061	Read Between The Lies	43	1239	0.15984405458089668	0.39111870196413323
3064	Slave Called Shiver	4	39	0.0935672514619883	0.21150014232849418
3068	Bullets Are Blind	138	7	0.06042884990253411	0.05550811272416738
3075	Changing of the Guards	424	529	0.07797270955165692	0.25704526046114434
3091	Better not to Tell	138	7	0.0682261208576998	0.05550811272416738
3094	Godeye	138	7	0.10331384015594541	0.05550811272416738
3095	Psycho Holiday	56	1239	0.1539961013645224	0.24537432393965272
3098	Sex Rap	27	68	0.06432748538011696	0.7235980643324793
3099	Catholic School Girls Rule	27	68	0.1267056530214425	0.7235980643324793
3101	Battle Ship	27	68	0.07017543859649122	0.7235980643324793
3103	Blackeyed Blonde	27	68	0.08576998050682261	0.7235980643324793
3106	Down The Slopes Of Death	8	1178	0.11500974658869395	0.23925419869057785
3108	Versus The World	8	1178	0.05263157894736842	0.23925419869057785
3111	Where Silent Gods Stand Guard	8	1178	0.1111111111111111	0.23925419869057785
3114	Freaky Styley	27	68	0.32748538011695905	0.7235980643324793
3115	Nevermind	27	68	0.45614035087719296	0.7235980643324793
3117	Bloodshed	8	1178	0.09746588693957114	0.23925419869057785
3122	Jungle Man	27	68	0.12085769980506822	0.7235980643324793
3133	Sir Psycho Sexy	27	68	0.07797270955165692	0.7235980643324793
3148	Fatal If Swallowed	422	25	0.0935672514619883	0.03956732137773982
3165	Shallow	4	39	0.1949317738791423	0.21150014232849418
3168	Interlude	153	20	0.2709551656920078	0.3000284656988329
3179	Limbs	429	42	0.16569200779727095	0.08724736692285795
3181	Lesson Learned	93	20	0.06237816764132553	0.2783945345858241
3187	Fire Above, Ice Below	429	42	0.18908382066276802	0.08724736692285795
3229	She's Nubs	416	17	0.06237816764132553	0.18004554511813264
3230	Idiots Are Taking Over	416	17	0.13060428849902533	0.18004554511813264
3242	I'm Eighteen	314	1239	0.04678362573099415	0.041559920296043266
3256	Children of Bodom	59	1239	0.07407407407407407	0.19968687731283802
3276	Gotta Serve Somebody	424	529	0.12280701754385964	0.25704526046114434
3284	You're Bleeding	416	17	0.07017543859649122	0.18004554511813264
3287	Soul Doubt	416	17	0.14230019493177387	0.18004554511813264
3291	I Shall Be Released	424	529	0.21442495126705652	0.25704526046114434
3304	The Great Darkness	33	7	0.07992202729044834	0.21420438371762027
3305	All Along the Watchtower	424	529	0.13060428849902533	0.25704526046114434
3320	Sleeping Stars	40	42	0.26120857699805067	0.028892684315399944
3324	Hate Worldwide	43	1239	0.16374269005847952	0.39111870196413323
3326	Animal (Fuck Like A Beast)	436	50	0.2124756335282651	0.029035012809564473
3336	Radioactive	185	1463	0.1442495126705653	0.33518360375747225
3352	Veilburner	34	1178	0.10136452241715399	0.05138058639339596
3353	Death in the Eyes of Dawn	34	1178	0.12085769980506822	0.05138058639339596
3385	Some Weird Sin	407	20	0.050682261208576995	0.03116994022203245
3407	Reeko	416	17	0.05263157894736842	0.18004554511813264
3409	Party Enema	416	17	0.1695906432748538	0.18004554511813264
3414	Linoleum	416	17	0.21832358674463936	0.18004554511813264
3425	Injection	438	1902	0.05847953216374269	0.20566467406774835
3432	Ah Yom	275	529	0.17153996101364521	0.06362083689154568
3442	Drones	438	1902	0.17153996101364521	0.20566467406774835
3472	Lycanthrope	307	88	0.06432748538011696	0.02704241389126103
3474	Erotomania	7	32	0.3898635477582846	0.2588955308852832
3483	You Take My Breath Away	140	20	0.05847953216374269	0.515798462852263
3484	Caught in a Mosh	314	1239	0.15984405458089668	0.041559920296043266
3497	Clash With Reality	56	1239	0.12280701754385964	0.24537432393965272
3498	Shattered	56	1239	0.24561403508771928	0.24537432393965272
3500	Heresy	56	1239	0.06042884990253411	0.24537432393965272
3502	Primal Concrete Sledge	56	1239	0.042884990253411304	0.24537432393965272
3507	No Twilight Within the Courts of the Sun	30	1487	0.04483430799220273	0.029746655280387134
3511	Carnival Is Forever	222	152	0.21637426900584794	0.06290919442072303
3533	Yellow Submarine	368	20	0.05847953216374269	1.0
3534	I Am the Walrus	368	20	0.2807017543859649	1.0
3546	Move On	249	1239	0.1442495126705653	0.22544833475661827
3548	Oildale (Leave Me Alone)	249	1239	0.4093567251461988	0.22544833475661827
3554	Fall in Love With Me	407	20	0.12280701754385964	0.03116994022203245
3555	Neighborhood Threat	407	20	0.15009746588693956	0.03116994022203245
3557	The Gathering of the Clouds	67	32	0.11500974658869395	0.17207514944491886
3570	Ænema	129	32	0.06432748538011696	0.22857956162823798
3575	Remember Me Lover	4	39	0.20662768031189083	0.21150014232849418
3577	I Am Hell (Sonata in C#)	36	1239	0.3255360623781676	0.1192712781098776
3583	Isolation	229	881	0.20077972709551656	0.06618274978650726
3593	Lost Control	67	32	0.1793372319688109	0.17207514944491886
3623	Death and All His Friends	46	1287	0.2884990253411306	0.11585539424992884
3635	Iron Fist	365	50	0.11306042884990253	0.2550526615428409
3638	Save Me	140	20	0.11695906432748537	0.515798462852263
3670	Vasaris	450	227	0.09161793372319688	0.003985197836606889
3673	Post Mortem	25	1261	0.09941520467836257	0.20523768858525476
3694	Mr. Tinkertrain	37	50	0.1539961013645224	0.16353543979504698
3708	You Know You're Right	135	20	0.15789473684210525	0.12866495872473668
3712	Autobahn	146	68	0.1617933723196881	0.07230287503558212
3743	Bicycle Race	140	20	0.24951267056530213	0.515798462852263
3761	Waiting In Vain	453	1007	0.13060428849902533	0.01864503273555366
3767	Ordinary Story	171	1239	0.11695906432748537	0.2789638485624822
3788	New Life	379	15	0.07212475633528265	0.1820381440364361
3791	Reroute to Remain	171	1239	0.056530214424951264	0.2789638485624822
3792	Free Fall	171	1239	0.09746588693957114	0.2789638485624822
3813	You Were But a Ghost in My Arms	429	42	0.21052631578947367	0.08724736692285795
3860	Punch Me I Bleed	59	1239	0.16569200779727095	0.19968687731283802
3879	Stormbringer	64	0	0.26120857699805067	0.125533731853117
3920	As Embers Dress The Sky	429	42	0.05263157894736842	0.08724736692285795
3921	Timeless	171	1239	0.08187134502923976	0.2789638485624822
3922	Subterranean	171	1239	0.06432748538011696	0.2789638485624822
3934	The Suburbs (Continued)	461	56	0.15204678362573099	0.233134073441503
3937	We Used to Wait	461	56	0.16569200779727095	0.233134073441503
3945	Suburban War	461	56	0.14814814814814814	0.233134073441503
3951	Modern Man	461	56	0.08187134502923976	0.233134073441503
3983	Godspeed	146	68	0.08576998050682261	0.07230287503558212
4013	The Storm Before the Calm	67	32	0.35477582846003897	0.17207514944491886
4015	Severed Reality	464	25	0.17738791423001948	0.0035582123541132936
4025	Be Still and Know	36	1239	0.15204678362573099	0.1192712781098776
4037	Over the Mountain	37	50	0.10721247563352826	0.16353543979504698
4045	Warheart	59	1239	0.07797270955165692	0.19968687731283802
4046	Get In The Ring	163	20	0.06432748538011696	0.13435809849131797
4052	Rose Tattoo	467	17	0.11306042884990253	0.14232849416453175
4060	Shemhamforash	383	2	0.29434697855750486	0.08867065186450328
4097	Jimmy the Exploder	132	1287	0.1267056530214425	0.31269570167947625
4100	M+M's	471	88	0.23196881091617932	0.30173640762880727
4104	Feeling This	471	88	0.12475633528265107	0.30173640762880727
4127	Don't Trust	38	1239	0.09746588693957114	0.09649871904355252
4136	Metal Militia	55	1239	0.0682261208576998	0.17307144890407059
4137	Dreamer	37	50	0.1793372319688109	0.16353543979504698
4143	Angels Walk Among Us	67	32	0.17153996101364521	0.17207514944491886
4144	Summernight Horizon	67	32	0.09941520467836257	0.17207514944491886
4145	Zombie Stomp	37	50	0.17738791423001948	0.16353543979504698
4159	Black Rain	37	50	0.05263157894736842	0.16353543979504698
4200	Wake Up Dead	1	12	0.24561403508771928	0.2241673783091375
4203	One of the Few	67	32	0.050682261208576995	0.17207514944491886
4221	Repossession	128	1668	0.35477582846003897	0.03430116709365215
4239	Love and Luxury	249	1239	0.1871345029239766	0.22544833475661827
4247	Gullaldr	445	137	0.19103313840155944	0.10204953031596925
4261	Closure	71	7	0.15984405458089668	0.3448619413606604
4272	Clenching the Fists of Dissent	36	1239	0.26705653021442494	0.1192712781098776
4302	Turn It Again	27	68	0.1111111111111111	0.7235980643324793
4303	Skeleton Christ	43	1239	0.2631578947368421	0.39111870196413323
4304	Catalyst	43	1239	0.13255360623781676	0.39111870196413323
4345	Hallowed Point	43	1239	0.7017543859649122	0.39111870196413323
4346	Dead Skin Mask	43	1239	0.4093567251461988	0.39111870196413323
4347	Expendable Youth	43	1239	0.3216374269005848	0.39111870196413323
4362	So Much I	27	68	0.2300194931773879	0.7235980643324793
4366	Wicked World	85	50	0.10916179337231968	0.3334756618274979
4376	Make You Feel Better	27	68	0.3664717348927875	0.7235980643324793
4377	Readymade	27	68	0.1442495126705653	0.7235980643324793
4382	Desecration Smile	27	68	0.2475633528265107	0.7235980643324793
4383	Wet Sand	27	68	0.10721247563352826	0.7235980643324793
4420	Feelings	141	1902	0.1539961013645224	0.2596071733561059
4459	Far Away	67	32	0.10721247563352826	0.17207514944491886
4462	Cabron	27	68	0.06432748538011696	0.7235980643324793
4464	I Could Die for You	27	68	0.14814814814814814	0.7235980643324793
4472	Alternative 4	67	32	0.19883040935672514	0.17207514944491886
4571	Hushabye	249	1239	0.04873294346978557	0.22544833475661827
4606	Death Will Never Conquer	46	1287	0.6413255360623782	0.11585539424992884
4635	Too Much to Ask	28	253	0.0935672514619883	0.03259322516367777
4654	Legions	150	39	0.10331384015594541	0.007685738684884714
4658	Legacy of Kings	198	12	0.08966861598440545	0.05807002561912895
4661	Glory to the Brave	198	12	0.0682261208576998	0.05807002561912895
4679	Parasomnia	19	39	0.09551656920077972	0.04924565898092798
4685	Into the Dead Sky	486	7	0.06237816764132553	0.02618844292627384
4705	Modern Crusaders	48	34	0.17348927875243664	0.017364076288072874
4706	Callas Went Away	48	34	0.04483430799220273	0.017364076288072874
4732	Cold Desert	185	1463	0.14814814814814814	0.33518360375747225
4733	Be Somebody	185	1463	0.06627680311890838	0.33518360375747225
4735	Notion	185	1463	0.5594541910331384	0.33518360375747225
4774	Twilight of the Thunder God	8	1178	0.16374269005847952	0.23925419869057785
4778	Jazz Thieves	379	15	0.12280701754385964	0.1820381440364361
4811	Nowhere Fast	499	15	0.253411306042885	0.22758326216908625
4902	Spit It Out	248	1239	0.28654970760233917	0.25846854540278963
4909	Emit Remmus	27	68	0.48148148148148145	0.7235980643324793
4914	Dismiss the Cynics	171	1239	0.4619883040935672	0.2789638485624822
4917	Egonomic	171	1239	0.39571150097465885	0.2789638485624822
4918	Dawn of a New Day	171	1239	0.06627680311890838	0.2789638485624822
4926	Make You Smile	307	88	0.06237816764132553	0.02704241389126103
4928	Weatherman	307	88	0.1111111111111111	0.02704241389126103
4929	Interlude	307	88	0.18323586744639375	0.02704241389126103
4957	Jawbreaker	52	1239	0.08771929824561403	0.17719897523484202
4959	Rock You All Around the World	52	1239	0.2982456140350877	0.17719897523484202
4965	Wild One	92	50	0.2651072124756335	0.048818673498434384
5000	Dark City	513	1239	0.10136452241715399	0.01722174779390834
5013	Summerland	58	34	0.20077972709551656	0.00327355536578423
5029	Weeping Willow	514	20	0.12280701754385964	0.02633077142043837
5058	The Metal	115	1437	0.1442495126705653	0.23128380301736406
5070	Dream of Mirrors	283	1239	0.24951267056530213	0.5257614574437802
5088	The Right To Go Insane	1	12	0.23391812865497075	0.2241673783091375
5090	Twilight Zone	283	1239	0.08187134502923976	0.5257614574437802
5095	Genghis Khan	283	1239	0.12085769980506822	0.5257614574437802
5097	Wrathchild	283	1239	0.38791423001949316	0.5257614574437802
5110	How Many More Times	245	20	0.0682261208576998	0.21633931113008825
5114	Strange News From Another Star	520	20	0.17153996101364521	0.09735269000853972
5117	Chinese Bombs	520	20	0.07797270955165692	0.09735269000853972
5126	Hole to Feed	379	15	0.0682261208576998	0.1820381440364361
5137	Master of Revenge	334	85	0.09161793372319688	0.15798462852263023
5143	Fighting the World	334	85	0.11306042884990253	0.15798462852263023
5172	Lunar Strain	171	1239	0.05847953216374269	0.2789638485624822
5188	Death at One's Elbow	499	15	0.10916179337231968	0.22758326216908625
5194	Death of a Disco Dancer	499	15	0.20662768031189083	0.22758326216908625
5203	Tragedy and Triumph	203	12	0.45614035087719296	0.062482208938229436
5205	Slipping Away	145	34	0.1442495126705653	0.15086820381440363
5223	Kill You	96	1004	0.09746588693957114	0.05735838314830629
5226	Blood Ocean	96	1004	0.09551656920077972	0.05735838314830629
5232	Deadly Intentions	526	1239	0.07992202729044834	0.04526046114432109
5234	Suffocation	526	1239	0.08966861598440545	0.04526046114432109
5236	Gates to Hell	526	1239	0.2573099415204678	0.04526046114432109
5237	Immortal Visions	526	1239	0.1267056530214425	0.04526046114432109
5241	Not Of This God	43	1239	0.11695906432748537	0.39111870196413323
5245	Beauty Through Order	43	1239	0.12280701754385964	0.39111870196413323
5249	Internal Bleeding	526	1239	0.07797270955165692	0.04526046114432109
5258	Freaking Out	286	20	0.05458089668615984	0.017933390264730998
5259	Giving In	286	20	0.3567251461988304	0.017933390264730998
5282	Introspectre	379	15	0.5497076023391813	0.1820381440364361
5294	Dreaming of Me	379	15	0.16569200779727095	0.1820381440364361
5342	Scars Of The Old Stream	67	32	0.14230019493177387	0.17207514944491886
5360	Crestfallen	67	32	0.06237816764132553	0.17207514944491886
5361	Everwake	67	32	0.1189083820662768	0.17207514944491886
5367	They (Will Always) Die	67	32	0.11500974658869395	0.17207514944491886
5369	Sweet Tears	67	32	0.050682261208576995	0.17207514944491886
5467	Can't Stop Lovin' You	75	0	0.6783625730994152	0.05123825789923143
5506	Master Exploder	115	1437	0.13255360623781676	0.23128380301736406
5538	King Of Terrors	186	85	0.05847953216374269	0.05479647025334472
5682	That's Life	676	64	0.11695906432748537	0.06532877882152006
5684	Taxman	368	20	0.10331384015594541	1.0
5712	Black or White	290	894	0.06627680311890838	0.118844292627384
5735	Leeches	171	1239	0.06627680311890838	0.2789638485624822
5788	Are We the Waiting	691	20	0.06432748538011696	0.1968403074295474
5803	Give Me Novacaine	691	20	0.7602339181286549	0.1968403074295474
5806	Free Will Sacrifice	8	1178	0.7953216374269005	0.23925419869057785
5810	Dream About Me	145	34	0.7582846003898636	0.15086820381440363
5817	South Side	145	34	0.17348927875243664	0.15086820381440363
5838	Holidays in the Sun	697	17	0.2826510721247563	0.05223455735838315
5839	Bodies	697	17	0.2631578947368421	0.05223455735838315
5954	On Your Knees	436	50	0.04678362573099415	0.029035012809564473
5956	I Wanna Be Somebody	436	50	0.23586744639376217	0.029035012809564473
5957	B.A.D.	436	50	0.23976608187134502	0.029035012809564473
5961	Welcome to Jamrock	741	1038	0.09941520467836257	0.030600626245374324
6100	Crusader	256	50	0.13450292397660818	0.019214346712211786
6120	Reborn	43	1239	0.09551656920077972	0.39111870196413323
6125	Altar Of Sacrifice	43	1239	0.12085769980506822	0.39111870196413323
6145	Merciless Cult	578	118	0.06237816764132553	0.00740108169655565
6154	I've Seen Enough	765	56	0.06432748538011696	0.018787361229718188
6163	Ruf In Den Wind	770	1178	0.16764132553606237	0.03302021064617136
6193	Heiderauche	770	1178	0.17738791423001948	0.03302021064617136
6198	Blut im Auge	770	1178	0.09161793372319688	0.03302021064617136
6238	Sassafras Roots	691	20	0.12475633528265107	0.1968403074295474
6286	Meat Is Murder	499	15	0.0935672514619883	0.22758326216908625
6383	Dirty Woman	801	1239	0.08187134502923976	0.04924565898092798
6385	The Great Pretender	801	1239	0.0935672514619883	0.04924565898092798
6419	My Heart Is an Apple	461	56	0.25146198830409355	0.233134073441503
6421	I'm Sleeping in a Submarine	461	56	0.07017543859649122	0.233134073441503
6422	Old Flame	461	56	0.13450292397660818	0.233134073441503
6424	Patricia The Stripper	494	56	0.06042884990253411	0.03159692570452605
6452	Rusholme Ruffians	499	15	0.3255360623781676	0.22758326216908625
6455	I Want the One I Can't Have	499	15	0.28460038986354774	0.22758326216908625
6457	New Damage	507	20	0.17153996101364521	0.14944491887275832
6474	Stones of Sorrow	810	152	0.14035087719298245	0.09180187873612297
6533	Without The Money	86	20	0.13450292397660818	0.08255052661542842
6573	Ride the Dragon	334	85	0.0682261208576998	0.15798462852263023
6633	Gargarismo	829	881	0.11695906432748537	0.0062624537432393965
6634	Desert Cruiser	829	881	0.10331384015594541	0.0062624537432393965
6660	Scavenger of Human Sorrow	169	152	0.20272904483430798	0.26786222601764875
6661	Painkiller	169	152	0.2202729044834308	0.26786222601764875
6662	A Moment of Clarity	169	152	0.1871345029239766	0.26786222601764875
6663	To Forgive Is To Suffer	169	152	0.09941520467836257	0.26786222601764875
6665	Story To Tell	169	152	0.1286549707602339	0.26786222601764875
6691	Beat on the Brat	840	17	0.17348927875243664	0.16168516937090804
6742	A Day in the Life	368	20	0.20662768031189083	1.0
6801	Map of the Problematique	153	20	0.2631578947368421	0.3000284656988329
6809	Unit 731	43	1239	0.08771929824561403	0.39111870196413323
6814	Youthanasia	1	12	0.1189083820662768	0.2241673783091375
6816	Elysian Fields	1	12	0.18323586744639375	0.2241673783091375
6870	Weekend Warrior	283	1239	0.13060428849902533	0.5257614574437802
6873	Chains of Misery	283	1239	0.09551656920077972	0.5257614574437802
6874	The Fugitive	283	1239	0.07602339181286549	0.5257614574437802
6875	Childhood's End	283	1239	0.09746588693957114	0.5257614574437802
6902	No Fear for the Setting Sun	8	1178	0.24366471734892786	0.23925419869057785
6935	The Lost Child	67	32	0.07407407407407407	0.17207514944491886
6953	Uncle Jonny	924	20	0.06627680311890838	0.25362937660119556
6968	Burns Like a Buzzsaw Blade	106	25	0.0935672514619883	0.010247651579846286
6997	Arlandria	3	68	0.14230019493177387	0.18730429832052378
