entity_head	relation	entity_tail
10603	0	12768
3	0	12769
4694	0	12770
7123	0	12771
11853	0	12772
10840	0	12773
6077	0	12774
6342	0	12776
7237	0	12778
11324	0	12779
4560	0	12780
6801	0	12751
2072	0	12781
9908	0	12782
9841	0	12783
7938	0	12784
7069	0	12751
4417	0	12785
265	0	12651
6614	0	12619
6809	0	12786
9766	0	12787
4618	0	12790
10340	0	12792
11881	0	12794
4243	0	12544
8886	0	12799
9816	0	12800
11215	0	12801
8685	0	12802
771	0	12804
6934	0	12806
5560	0	12808
2709	0	12810
7334	0	12812
384	0	12814
2995	0	12815
1862	0	12816
9596	0	12817
1707	0	12818
612	0	12819
6791	0	12820
194	0	12825
9798	0	12826
11754	0	12827
12098	0	12828
5897	0	12829
590	0	12574
1204	0	12830
2979	0	12832
3964	0	12833
11689	0	12835
8638	0	12836
3551	0	12675
6462	0	12837
5083	0	12838
11905	0	12589
762	0	12839
8606	0	12841
11402	0	12594
11927	0	12843
7355	0	12844
3886	0	12845
10344	0	12847
9957	0	12849
9375	0	12850
9306	0	12851
11056	0	12852
4645	0	12853
6180	0	12854
406	0	12855
4481	0	12856
3682	0	12745
2795	0	12857
5681	0	12858
11992	0	12859
11427	0	12860
973	0	12861
2617	0	12855
7318	0	12864
304	0	12865
319	0	12866
11074	0	12867
7525	0	12774
3474	0	12868
7017	0	12869
211	0	12707
680	0	12870
7542	0	12871
5089	0	12872
1337	0	12873
6794	0	12874
1255	0	12875
8719	0	12802
4759	0	12877
11229	0	12847
5314	0	12881
9772	0	12882
6726	0	12884
8932	0	12886
4583	0	12888
6353	0	12889
12470	0	12643
11246	0	12891
6261	0	12782
3488	0	12892
81	0	12893
7549	0	12894
1245	0	12899
5729	0	12901
8442	0	12902
10654	0	12903
690	0	12904
5898	0	12905
6567	0	12646
704	0	12906
9449	0	12907
10369	0	12908
10769	0	12909
5660	0	12735
6089	0	12910
8220	0	12912
3731	0	12633
3203	0	12865
387	0	12915
11046	0	12916
113	0	12917
1850	0	12918
8590	0	12921
8628	0	12836
7373	0	12923
1805	0	12924
11563	0	12891
5481	0	12925
7274	0	12866
10425	0	12926
10463	0	12927
11446	0	12928
8714	0	12656
5683	0	12930
6924	0	12786
7692	0	12575
8564	0	12931
11647	0	12932
5550	0	12933
10683	0	12934
8650	0	12935
11776	0	12936
11715	0	12639
3840	0	12938
2247	0	12939
10393	0	12516
955	0	12940
1996	0	12941
12396	0	12942
5357	0	12943
3472	0	12944
11298	0	12945
2523	0	12946
9886	0	12947
7342	0	12570
7134	0	12949
3473	0	12950
9943	0	12951
4066	0	12952
5856	0	12953
2562	0	12954
12071	0	12955
731	0	12956
6473	0	12889
9655	0	12554
9405	0	12959
10219	0	12960
9315	0	12523
133	0	12893
1396	0	12966
5704	0	12967
6297	0	12968
11099	0	12970
4181	0	12972
11839	0	12523
657	0	12973
5718	0	12975
1918	0	12884
868	0	12979
9169	0	12533
4607	0	12982
631	0	12683
7472	0	12768
2129	0	12987
1847	0	12989
5817	0	12990
4954	0	12539
1289	0	12991
589	0	12992
871	0	12993
1745	0	12994
10530	0	12995
6361	0	12996
2531	0	12997
2358	0	12634
7139	0	12998
6070	0	12999
4022	0	13001
10293	0	13003
8820	0	13004
685	0	13005
10279	0	13007
609	0	12814
5087	0	13009
8057	0	13010
4495	0	13012
7709	0	13013
4473	0	12901
6967	0	13015
8672	0	13017
5198	0	13018
2036	0	13019
4723	0	12646
11328	0	12779
2380	0	13023
3491	0	13024
7974	0	13025
5686	0	12930
10026	0	13026
8680	0	13027
11093	0	12669
8925	0	13028
9005	0	13029
9955	0	13030
5292	0	13031
2376	0	13032
11958	0	12804
11454	0	12643
9160	0	13033
1962	0	13034
916	0	13036
11383	0	12806
9826	0	13037
754	0	13038
3265	0	13039
7559	0	13040
7811	0	13042
6872	0	13043
11635	0	13044
212	0	13045
11497	0	13046
8939	0	13047
6568	0	12646
909	0	13048
6560	0	13049
10606	0	13050
2748	0	13051
1484	0	13052
9088	0	12853
3126	0	12632
652	0	13053
8940	0	13047
11002	0	13054
7678	0	13055
7684	0	13056
7706	0	12720
1564	0	12554
3754	0	13057
6813	0	13058
6813	0	13059
1242	0	13060
9082	0	13061
1610	0	13062
12486	0	12682
12238	0	13063
3345	0	12574
5820	0	13064
2016	0	13065
8198	0	13066
10818	0	13069
1849	0	13070
8957	0	13071
8700	0	13072
2450	0	13073
334	0	12850
4503	0	12825
9222	0	13075
11803	0	13077
10070	0	12886
6818	0	13079
8994	0	13029
12006	0	12820
7371	0	13081
5839	0	13082
338	0	13083
9989	0	13084
8032	0	13025
7027	0	13070
3808	0	13085
9175	0	13087
9734	0	12770
8657	0	13090
8126	0	13091
6802	0	12786
3306	0	13092
3967	0	13094
9304	0	12786
8907	0	12680
2522	0	13095
7652	0	12610
6793	0	12765
9823	0	13096
12180	0	13097
5345	0	13098
4628	0	12606
5785	0	13099
7680	0	13104
2466	0	13108
4687	0	12877
5490	0	13111
6484	0	13117
546	0	13118
825	0	13121
6548	0	13123
1520	0	13124
1804	0	12924
208	0	12494
10642	0	13127
954	0	13128
10902	0	12746
5985	0	13129
11443	0	13130
9340	0	13131
5815	0	12990
10870	0	13132
7934	0	13133
6126	0	13135
2117	0	13136
9973	0	13137
219	0	12651
7384	0	13108
6897	0	13141
10849	0	13142
11387	0	12925
4990	0	12587
4074	0	12939
12016	0	13149
11414	0	13150
7145	0	12560
860	0	13154
4010	0	12953
2494	0	12915
9270	0	13156
7937	0	13157
11597	0	12738
11252	0	13158
6489	0	13159
69	0	13160
3030	0	13161
3846	0	12882
1937	0	13167
320	0	13168
3353	0	13169
6024	0	12979
9229	0	13170
11372	0	13171
9910	0	12782
4635	0	12715
8387	0	13172
5322	0	13173
5958	0	13175
1645	0	13176
6498	0	13117
5226	0	12537
1254	0	12875
4637	0	13177
8742	0	13178
12061	0	13179
5615	0	13182
7013	0	13184
467	0	13185
10224	0	13186
1479	0	13187
10019	0	13188
7395	0	13189
11709	0	13190
5881	0	13191
2897	0	13192
9295	0	13193
8941	0	13047
4921	0	13194
11542	0	12516
1272	0	13060
6431	0	13195
7430	0	13160
6728	0	12765
6598	0	13196
8885	0	12799
3163	0	13197
2499	0	12729
2802	0	13199
10732	0	13200
5764	0	13201
9239	0	13202
3563	0	13203
4190	0	13205
12083	0	13206
6668	0	13207
11340	0	13208
2373	0	13167
6402	0	13158
6846	0	12786
4802	0	13209
9484	0	13043
6972	0	13210
4402	0	13211
10001	0	13212
9855	0	13213
3162	0	13214
11710	0	13215
1368	0	13216
6826	0	13217
84	0	13218
5232	0	13220
10466	0	13221
8615	0	13222
1466	0	13223
4258	0	13225
10384	0	13226
1426	0	13227
7088	0	13133
12163	0	13228
7984	0	13229
7984	0	13230
5263	0	13231
8562	0	13232
2710	0	13233
7641	0	13234
837	0	13235
10708	0	13236
556	0	12687
10709	0	13237
5001	0	12752
889	0	13238
4527	0	13239
12139	0	13240
7956	0	13241
10110	0	13242
9381	0	13243
2520	0	12606
3255	0	13244
9245	0	13202
6171	0	13245
6956	0	13247
4685	0	13251
7723	0	12512
11492	0	13252
8698	0	13253
8120	0	13254
8553	0	12660
9083	0	13261
3137	0	13042
8654	0	13268
3595	0	13269
10196	0	13270
4550	0	13271
10514	0	13272
9629	0	13064
4573	0	13197
5447	0	12633
9126	0	13273
9302	0	13274
11223	0	13278
2093	0	13279
5801	0	13280
8109	0	13281
2193	0	13282
10269	0	13283
8780	0	13284
9593	0	12691
4059	0	12695
2839	0	13285
4943	0	12539
11954	0	12893
6979	0	12882
2947	0	12669
5571	0	13293
3877	0	13294
719	0	13295
1061	0	13296
6114	0	12738
5222	0	12808
894	0	13298
3349	0	13299
12162	0	13228
34	0	12917
8136	0	13149
2200	0	13300
7426	0	13301
545	0	13118
8070	0	12733
8261	0	12693
11254	0	13303
6454	0	12513
10071	0	13305
505	0	13310
5325	0	13314
10450	0	13315
3689	0	12987
4561	0	13317
11495	0	12689
1711	0	13318
2683	0	13319
665	0	12836
8947	0	13007
4896	0	13320
2127	0	12527
1380	0	13072
10498	0	13321
4984	0	13322
6519	0	13323
1932	0	13324
7597	0	13325
6670	0	13326
10797	0	13332
428	0	13334
7232	0	13335
6772	0	12909
4646	0	13342
11680	0	13343
3643	0	13344
3470	0	13345
10821	0	13346
1453	0	13347
10011	0	13348
4562	0	12856
7636	0	12575
7425	0	13301
3652	0	13111
2085	0	13350
335	0	12814
662	0	12630
11858	0	13121
489	0	13351
885	0	13187
7545	0	12643
2151	0	13065
11009	0	13353
11009	0	13354
4683	0	12669
8462	0	13355
10770	0	13357
8323	0	13361
10540	0	12995
7764	0	13362
8455	0	13365
12136	0	13240
7187	0	13367
7187	0	13369
8766	0	12691
5713	0	13370
3620	0	13371
11598	0	12626
536	0	12656
9753	0	13376
1521	0	13377
3200	0	13378
10608	0	13023
12212	0	13075
6863	0	12558
350	0	12742
5563	0	13381
4392	0	13382
963	0	13383
8168	0	13384
3657	0	13283
6450	0	12982
8731	0	13385
3205	0	12652
11224	0	13278
3938	0	12938
4674	0	13090
3039	0	13386
4935	0	13387
2923	0	13388
5543	0	13182
3011	0	13389
7324	0	13390
918	0	12906
6108	0	12606
9179	0	13393
1281	0	12836
8665	0	12891
10342	0	12956
1118	0	13395
8042	0	13396
6736	0	12631
1430	0	12548
3739	0	13398
5249	0	13399
10398	0	13400
9680	0	12726
5519	0	13402
11816	0	13403
5241	0	13001
1448	0	13404
9533	0	13405
12354	0	13346
1199	0	13406
9513	0	12882
1384	0	12632
8329	0	12734
8301	0	13409
4086	0	12572
3352	0	13410
8281	0	13411
4208	0	13061
2650	0	13413
3364	0	13414
7420	0	12541
11374	0	13063
2704	0	12699
2716	0	13416
9182	0	13420
7742	0	12705
4452	0	13421
5688	0	13422
5688	0	13423
5688	0	13216
6702	0	12765
7713	0	13424
3495	0	13233
11126	0	12544
5239	0	13013
4377	0	13431
12314	0	12754
1156	0	13432
8252	0	12588
9764	0	13203
12299	0	12597
3122	0	13433
5270	0	13437
2334	0	13438
202	0	12899
6356	0	12854
3996	0	13439
3183	0	13440
4670	0	13441
4004	0	12927
6094	0	13442
4138	0	13445
2077	0	13446
4778	0	13448
9601	0	13449
3694	0	13450
49	0	12682
2633	0	12578
10283	0	13454
6891	0	12673
2296	0	13400
8428	0	13456
8428	0	13457
9918	0	13458
3764	0	13459
4633	0	13460
8510	0	13461
1714	0	13462
5955	0	13463
4112	0	13464
9481	0	13466
10897	0	13467
3779	0	13177
10851	0	12608
12142	0	13468
9482	0	13469
8952	0	13470
7607	0	13047
5027	0	12780
6460	0	12837
6031	0	13471
1304	0	13472
11475	0	13473
12421	0	13474
8107	0	13475
128	0	12716
11505	0	13479
10703	0	13237
10983	0	13480
8313	0	12881
464	0	13351
6375	0	13483
8760	0	13484
3679	0	13485
7596	0	13389
7097	0	13488
10270	0	12698
11096	0	13490
7142	0	13491
7142	0	13492
7869	0	13493
7106	0	13494
9043	0	13496
269	0	12651
10240	0	13179
7628	0	12768
6656	0	13497
11198	0	12801
5131	0	13498
3527	0	12691
9485	0	13499
9485	0	13500
7928	0	12705
7298	0	13458
1536	0	13503
8123	0	13091
3045	0	13505
11349	0	13506
5072	0	13507
11959	0	13458
7394	0	13508
5274	0	13509
7681	0	13511
4064	0	12952
1347	0	13513
6941	0	12526
11131	0	13514
10761	0	13515
9502	0	13516
3992	0	12758
10845	0	13519
4091	0	13520
1219	0	13521
4209	0	13522
9296	0	13523
394	0	12561
2408	0	12702
6292	0	12669
3772	0	13464
4898	0	13187
3980	0	12669
3506	0	13233
6780	0	12565
1857	0	12755
1653	0	13531
431	0	12738
11695	0	13533
10700	0	13534
3663	0	13535
6233	0	13536
7150	0	13538
5835	0	13539
3459	0	13541
9081	0	13303
2873	0	13543
6495	0	12633
4911	0	13544
10688	0	13545
1927	0	12675
1370	0	12904
9230	0	13546
6412	0	13433
5944	0	12509
8429	0	13547
10349	0	13548
804	0	12872
1376	0	13549
4097	0	12646
6929	0	13550
1124	0	13073
6645	0	13551
1461	0	13083
9273	0	12759
12126	0	12959
10749	0	13552
8385	0	13554
10377	0	13555
2690	0	13556
5004	0	13558
2155	0	13195
6482	0	13009
405	0	13559
7781	0	13560
5570	0	13346
11393	0	13561
8444	0	13552
1185	0	12877
5980	0	12960
7267	0	13562
10085	0	13565
9141	0	12622
3956	0	12682
997	0	13569
11626	0	13570
3365	0	13571
172	0	12682
10212	0	13572
5860	0	13574
1522	0	12953
10619	0	13576
12237	0	13579
3557	0	13580
11222	0	12847
11164	0	13244
7522	0	12901
2594	0	12966
2068	0	13581
9865	0	13582
9635	0	12565
5732	0	13583
11867	0	13411
7734	0	13584
1690	0	12560
9341	0	13131
1615	0	13586
9017	0	13587
1841	0	13070
3471	0	13233
10768	0	12726
2170	0	13196
11711	0	12928
8557	0	12721
564	0	12838
9649	0	13591
6697	0	13400
10465	0	13221
7024	0	12726
2233	0	12512
10234	0	13592
10438	0	13593
7129	0	13594
2010	0	13167
7260	0	13595
1961	0	13596
8296	0	13598
10131	0	12912
20	0	12769
572	0	13098
41	0	12926
10596	0	13602
1465	0	13185
8532	0	13604
2166	0	12987
3475	0	13318
10926	0	13467
3556	0	12516
12236	0	13579
8416	0	12547
7511	0	12669
3252	0	13607
475	0	12755
883	0	13187
7038	0	13608
10150	0	13519
4230	0	13609
245	0	12915
2914	0	12632
9203	0	13610
5936	0	13611
8418	0	13612
1872	0	13026
12425	0	13614
10852	0	13615
5119	0	13406
1845	0	13617
8158	0	13399
7552	0	13618
5608	0	13620
11653	0	13621
3457	0	13541
365	0	12656
3375	0	13627
3834	0	13628
420	0	12992
9899	0	12960
101	0	12889
9168	0	12917
12241	0	12738
2639	0	13630
6981	0	13631
9127	0	13632
5223	0	13633
4435	0	13634
11807	0	12558
7852	0	13635
3683	0	13176
11297	0	12602
3351	0	13639
9430	0	12646
1260	0	12537
5410	0	13640
3516	0	13642
7443	0	13644
7755	0	12512
5329	0	13018
1766	0	13192
6330	0	12847
4612	0	13645
5993	0	12949
7453	0	13646
12055	0	13647
2285	0	12669
1174	0	13648
5173	0	13649
2962	0	13389
8451	0	13650
3105	0	13414
6800	0	13217
6611	0	13651
2336	0	12626
5302	0	13652
11259	0	13653
9418	0	12908
8892	0	13251
11670	0	13656
6294	0	13657
8931	0	12886
410	0	13351
5103	0	12689
5759	0	13215
5457	0	12926
9952	0	12847
8808	0	13659
3234	0	13661
3159	0	13664
8280	0	13665
386	0	13378
8813	0	13273
11721	0	13666
10595	0	12678
6497	0	12633
8115	0	13555
9550	0	13667
6648	0	13668
12185	0	12820
11433	0	12613
3194	0	13669
11397	0	13470
10535	0	13670
12203	0	13171
8265	0	13305
3633	0	13671
3609	0	13672
8479	0	12676
6226	0	12947
9620	0	13377
7696	0	12629
10585	0	13676
11806	0	12558
486	0	13677
11162	0	12656
6423	0	13061
6204	0	13678
4622	0	13345
11997	0	13679
7341	0	12664
448	0	12548
2454	0	13680
2478	0	12612
9851	0	13681
3018	0	12759
11890	0	13682
9744	0	13432
12266	0	13683
7075	0	13685
4398	0	12785
7182	0	13687
624	0	13688
3155	0	13689
2785	0	13081
8376	0	13628
10567	0	13690
7759	0	13691
5498	0	12783
11625	0	13570
7362	0	12668
6602	0	13296
857	0	13692
1953	0	12820
2816	0	13167
3009	0	13693
7991	0	13694
2278	0	13695
5468	0	13696
3507	0	13697
7816	0	13699
1335	0	13700
8611	0	12646
2348	0	12634
3850	0	12852
3407	0	13610
11872	0	12631
11354	0	12530
4017	0	13701
4017	0	13702
2407	0	13389
3117	0	13703
4438	0	12752
2208	0	13704
4626	0	13222
3048	0	13085
7743	0	12705
1767	0	12563
5672	0	13460
4651	0	13705
5400	0	13706
3780	0	13707
131	0	13709
9391	0	13710
9500	0	13711
378	0	13712
9760	0	13713
1284	0	13715
3056	0	13717
6694	0	12926
6927	0	13631
8849	0	12669
11578	0	12915
7312	0	13365
4300	0	13719
8713	0	12606
1099	0	13118
2753	0	13720
481	0	12855
7252	0	13721
10991	0	13179
10666	0	12891
3037	0	13722
3036	0	12938
1940	0	13167
3425	0	12665
422	0	13459
3318	0	13062
11546	0	12547
3795	0	13273
8340	0	13723
11813	0	13550
6937	0	13724
7320	0	12864
2386	0	12946
9151	0	13726
1503	0	13727
12147	0	13729
10133	0	12727
5091	0	13018
1552	0	12530
11510	0	13467
9367	0	13731
7118	0	12832
4020	0	13001
4151	0	13732
11835	0	12558
8228	0	13178
4068	0	13733
5649	0	13734
8246	0	13188
11399	0	13735
4163	0	13736
12060	0	13233
729	0	12844
2972	0	13389
2136	0	13300
8314	0	13737
6597	0	13738
11256	0	12828
11010	0	13411
10008	0	13171
6132	0	13739
9554	0	13210
11034	0	12950
1550	0	12530
12034	0	13740
10766	0	13186
7683	0	13741
7868	0	13617
9544	0	13742
1179	0	12905
11138	0	12910
4374	0	13743
1259	0	13744
6944	0	13062
4428	0	13747
4173	0	12738
8956	0	13071
12164	0	13750
10431	0	13050
6316	0	13284
9803	0	13753
1100	0	13118
11300	0	12928
3695	0	13060
8690	0	13253
398	0	13755
8534	0	13756
8770	0	13717
5034	0	13758
5593	0	13759
9347	0	12750
2020	0	13760
3068	0	13195
799	0	12548
6623	0	13761
380	0	13764
1620	0	13765
11022	0	13766
8066	0	13767
1803	0	13769
4558	0	13770
7127	0	12708
9109	0	12619
11496	0	13574
2605	0	13773
11593	0	13774
10459	0	12927
2216	0	12987
403	0	12634
9389	0	13775
9389	0	13776
6723	0	12884
5639	0	12509
9733	0	13778
10576	0	13780
10638	0	13784
204	0	12794
8836	0	12891
2670	0	13586
3257	0	12748
2411	0	13704
7235	0	13785
6906	0	13141
543	0	13118
10446	0	13786
2174	0	13791
7735	0	13584
1986	0	12675
2597	0	12530
7004	0	13324
8258	0	13689
8165	0	13796
2558	0	13586
10736	0	13797
3401	0	13697
6769	0	13631
11404	0	12858
7733	0	13798
9903	0	13799
4858	0	12748
7480	0	13033
3310	0	13092
4856	0	13621
3606	0	13801
6705	0	13804
8394	0	13806
10424	0	12638
10023	0	13808
187	0	12891
3299	0	13024
10779	0	13809
10646	0	12851
734	0	13810
1332	0	13811
3231	0	13812
10505	0	13681
7451	0	13813
9518	0	13814
3368	0	13815
246	0	12915
8793	0	12675
1120	0	13819
3665	0	13821
10015	0	13822
7837	0	13823
3081	0	13824
10201	0	13825
8789	0	13826
11091	0	12955
2876	0	13388
6942	0	13043
1821	0	12563
11364	0	13092
9323	0	13827
2727	0	13828
10745	0	13829
6587	0	13117
3973	0	12695
12093	0	13830
2773	0	12629
5690	0	12582
9632	0	13831
5370	0	12877
9041	0	13811
2572	0	12847
11570	0	13832
10186	0	13833
2678	0	13834
8703	0	13835
764	0	13836
11232	0	13446
8377	0	13839
5773	0	13015
7113	0	12782
3798	0	13707
8068	0	13840
10706	0	12730
1669	0	13194
9987	0	13841
114	0	13842
9458	0	13182
2622	0	13060
11035	0	12950
3647	0	13843
2043	0	13030
5812	0	12990
10867	0	13845
10162	0	13150
5722	0	13707
4272	0	12587
3389	0	13039
4041	0	13849
844	0	13569
10767	0	13850
12491	0	13104
10631	0	13127
1019	0	13853
5532	0	13118
6719	0	13240
2011	0	13167
12014	0	13854
1664	0	13827
10610	0	13855
5456	0	13819
11631	0	13857
1818	0	13858
3143	0	13859
8125	0	13091
4395	0	13860
10568	0	13503
7306	0	13822
7063	0	13062
1021	0	13862
3120	0	13433
3802	0	13863
6018	0	13864
12169	0	12888
11703	0	13866
10637	0	13834
1442	0	13867
7163	0	12601
10161	0	13868
1797	0	13647
5406	0	12881
5961	0	13869
6058	0	12639
6718	0	12732
10053	0	13870
10322	0	13871
4376	0	13743
3721	0	12950
9224	0	13872
8422	0	13127
12371	0	13874
8064	0	13826
1098	0	12893
7323	0	12755
9066	0	12817
3464	0	13233
10737	0	13236
4947	0	12539
4732	0	13878
9495	0	13879
3997	0	13439
8018	0	12829
4962	0	13880
3791	0	13882
3342	0	13406
4461	0	12999
9724	0	13886
1978	0	13887
6543	0	12554
12104	0	12613
2009	0	13167
10573	0	13888
1589	0	12554
3796	0	13889
2857	0	13890
7618	0	13665
11777	0	12936
2091	0	12987
18	0	12769
723	0	13891
2675	0	12699
3179	0	12877
8777	0	13104
5991	0	13892
1894	0	13127
12447	0	13559
2106	0	13579
4855	0	13621
6750	0	12884
10375	0	13241
9569	0	12949
3740	0	13239
5242	0	12689
9758	0	13210
375	0	13893
10368	0	13617
1169	0	13894
2584	0	13895
7563	0	13896
5179	0	12683
4973	0	13897
4973	0	13898
7798	0	13042
4188	0	13902
4852	0	13903
5060	0	12574
8520	0	12726
7711	0	13905
5919	0	13906
7175	0	13645
4727	0	13907
5926	0	12633
6187	0	12925
4988	0	13908
3128	0	13909
9262	0	13910
11409	0	13911
9806	0	13912
1094	0	13666
9021	0	13913
3584	0	13118
6917	0	13907
2842	0	12632
8325	0	13222
11962	0	13190
1661	0	13914
3069	0	13071
559	0	12687
3761	0	12702
7957	0	13241
2894	0	12908
12467	0	12594
10930	0	12926
8200	0	13389
5341	0	12905
2828	0	13463
6869	0	13918
11953	0	13919
1410	0	13920
7102	0	13921
10544	0	12825
4195	0	13849
8639	0	12836
7812	0	12705
2034	0	13019
1036	0	13388
994	0	13214
6153	0	12927
9444	0	13924
10905	0	13925
4122	0	12847
12249	0	12847
5589	0	12574
708	0	12861
12233	0	13927
1730	0	13215
5855	0	12953
829	0	12858
12152	0	13928
7109	0	12933
11673	0	12727
1467	0	13931
2833	0	13932
12478	0	13117
9576	0	12695
5092	0	13018
12054	0	13937
11624	0	13570
5462	0	13940
982	0	13118
10435	0	13941
10059	0	13943
354	0	12651
411	0	13351
709	0	13295
10835	0	12562
12074	0	13083
4443	0	13099
7479	0	13104
6792	0	12751
6841	0	12519
12364	0	13945
11063	0	13388
5432	0	13615
9547	0	13516
7959	0	13241
4012	0	13948
4047	0	13950
5288	0	13951
8454	0	13365
8100	0	12742
1720	0	13215
1274	0	13060
12287	0	13561
8081	0	13952
7032	0	12927
11850	0	13149
6703	0	12765
10965	0	13953
588	0	12992
11006	0	13070
10474	0	12559
8696	0	13253
5555	0	13236
3987	0	13955
8501	0	13956
3558	0	13957
196	0	13958
2673	0	13959
3236	0	13669
1319	0	13383
2723	0	13009
9326	0	13960
5009	0	13961
5987	0	13919
7698	0	12629
9356	0	12664
9852	0	13962
8161	0	12610
4267	0	13431
8561	0	12596
9390	0	12827
5591	0	13966
1509	0	13274
2339	0	12946
8923	0	13808
8295	0	13598
2131	0	13967
9205	0	13968
346	0	13185
3215	0	13767
3800	0	12633
75	0	12956
6326	0	12996
8354	0	12541
5971	0	13972
6737	0	12550
9571	0	13647
10028	0	13973
3294	0	13007
10785	0	13661
7829	0	12582
11538	0	12554
391	0	12814
3090	0	13974
4146	0	13975
4134	0	12695
3093	0	13862
8332	0	13977
4565	0	13040
10994	0	13978
8407	0	12721
1623	0	13979
581	0	13980
10854	0	13615
5467	0	13981
2708	0	12578
7140	0	13648
10031	0	13973
278	0	13185
2657	0	13652
12187	0	12703
5945	0	12509
10694	0	13982
10694	0	13983
10694	0	13984
11295	0	13985
11295	0	13987
3394	0	12726
9920	0	13215
349	0	13989
10331	0	12622
12487	0	12794
9647	0	13182
4730	0	13520
8150	0	12899
11053	0	12691
8348	0	13993
7854	0	13635
11923	0	13627
752	0	12992
8006	0	13284
9782	0	13995
2242	0	13998
4214	0	13213
10757	0	14001
6299	0	14002
11368	0	14003
6744	0	13064
6550	0	12770
10801	0	12774
10267	0	14004
1578	0	14005
11098	0	14006
2406	0	14007
4825	0	13187
7544	0	14008
11015	0	13604
1888	0	12794
9801	0	12826
2506	0	14011
9275	0	14012
9343	0	13131
8555	0	12891
4153	0	12936
1574	0	12975
1407	0	14013
2771	0	13013
10388	0	14014
5925	0	12633
9862	0	14015
10460	0	12927
8914	0	14017
9346	0	13213
7878	0	14018
7878	0	14019
12106	0	14020
5412	0	13727
7990	0	12770
6987	0	13324
9143	0	14022
6755	0	12806
6354	0	13117
2529	0	14023
10720	0	14024
9998	0	12647
4764	0	13547
118	0	12856
3189	0	13685
8227	0	14026
8227	0	12915
8050	0	13432
11999	0	13294
5564	0	13381
9056	0	14028
748	0	13383
10825	0	13814
6610	0	14029
5832	0	12668
9398	0	12850
2378	0	14030
5653	0	14031
9630	0	13064
5567	0	12979
2055	0	12664
1726	0	14032
11586	0	13343
7305	0	13822
1643	0	12554
527	0	13918
10084	0	13062
9805	0	12838
