new_id	pid
1332	3754
1333	1777
1334	95
1335	1421
1336	3197
1337	467
1338	987
1339	3354
1340	3553
1341	2953
1342	1921
1343	2234
1344	198
1345	1026
1346	1694
1347	2643
1348	447
1349	609
1350	3836
1351	2759
1352	2362
1353	1071
1354	1978
1355	2002
1356	3516
1357	2778
1358	3299
1359	260
1360	3942
1361	2773
1362	3499
1363	420
1364	3713
1365	1758
1366	485
1367	1488
1368	2179
1369	1683
1370	19
1371	3293
1372	3753
1373	2296
1374	113
1375	3823
1376	3020
1377	2989
1378	2273
1379	3066
1380	728
1381	2959
1382	145
1383	2629
1384	2034
1385	2211
1386	3198
1387	2116
1388	2415
1389	915
1390	2253
1391	3274
1392	1744
1393	2373
1394	3213
1395	2898
1396	2709
1397	533
1398	3262
1399	2413
1400	2800
1401	2045
1402	707
1403	357
1404	3946
1405	1227
1406	1881
1407	3361
1408	2970
1409	3915
1410	2788
1411	235
1412	1407
1413	1103
1414	3101
1415	892
1416	1499
1417	2331
1418	762
1419	1391
1420	3909
1421	1989
1422	3518
1423	2671
1424	1693
1425	2651
1426	161
1427	815
1428	3168
1429	1616
1430	435
1431	415
1432	1269
1433	1791
1434	3286
1435	1213
1436	2993
1437	2932
1438	3160
1439	2005
1440	2997
1441	3088
1442	190
1443	1663
1444	154
1445	1120
1446	3410
1447	71
1448	2012
1449	3737
1450	3871
1451	1095
1452	2076
1453	2314
1454	569
1455	249
1456	628
1457	1171
1458	1513
1459	3368
1460	2096
1461	508
1462	858
1463	1027
1464	935
1465	1746
1466	2456
1467	1859
1468	14
1469	1875
1470	3269
1471	346
1472	2807
1473	2568
1474	1633
1475	100
1476	2919
1477	3225
1478	23
1479	3386
1480	955
1481	3827
1482	2707
1483	3679
1484	500
1485	2430
1486	3044
1487	936
1488	2399
1489	1310
1490	1690
1491	74
1492	424
1493	3137
1494	2485
1495	2271
1496	2856
1497	828
1498	3328
1499	2791
1500	1252
1501	2298
1502	2597
1503	1756
1504	3424
1505	291
1506	1780
1507	1994
1508	2949
1509	1889
1510	1977
1511	2119
1512	1632
1513	2940
1514	2530
1515	1926
1516	2269
1517	3504
1518	125
1519	2146
1520	2859
1521	1519
1522	2638
1523	1063
1524	1333
1525	3329
1526	3344
1527	369
1528	513
1529	3211
1530	3035
1531	3091
1532	2117
1533	206
1534	3936
1535	3417
1536	3771
1537	1554
1538	3447
1539	65
1540	2457
1541	1428
1542	3839
1543	3813
1544	3591
1545	3559
1546	2256
1547	541
1548	227
1549	1676
1550	3492
1551	2656
1552	1672
1553	1482
1554	3489
1555	3436
1556	2064
1557	3697
1558	3204
1559	1112
1560	296
1561	2123
1562	496
1563	2287
1564	3792
1565	996
1566	2535
1567	3520
1568	3046
1569	3830
1570	3667
1571	3654
1572	3858
1573	2013
1574	2769
1575	2307
1576	1458
1577	1459
1578	568
1579	122
1580	831
1581	1093
1582	1508
1583	577
1584	178
1585	1292
1586	3048
1587	1017
1588	2416
1589	2402
1590	980
1591	3853
1592	2917
1593	1313
1594	1655
1595	3043
1596	3346
1597	306
1598	1950
1599	3690
1600	1125
1601	2561
1602	3206
1603	1375
1604	852
1605	2648
1606	848
1607	7
1608	862
1609	3704
1610	3912
1611	1283
1612	347
1613	904
1614	2047
1615	1874
1616	3083
1617	2306
1618	3068
1619	2376
1620	2527
1621	2491
1622	2661
1623	2425
1624	1591
1625	3196
1626	2367
1627	556
1628	1419
1629	638
1630	2818
1631	2984
1632	1611
1633	1399
1634	3319
1635	1641
1636	36
1637	2729
1638	751
1639	87
1640	2364
1641	2330
1642	2022
1643	2697
1644	2452
1645	1285
1646	1644
1647	2080
1648	1841
1649	2877
1650	927
1651	394
1652	334
1653	1204
1654	3464
1655	3557
1656	144
1657	1061
1658	1594
1659	3625
1660	213
1661	611
1662	2157
1663	2093
1664	539
1665	1307
1666	590
1667	2891
1668	3398
1669	1054
1670	3364
1671	2341
1672	613
1673	3311
1674	2699
1675	384
1676	837
1677	2152
1678	967
1679	3807
1680	3166
1681	2162
1682	1385
1683	3112
1684	3419
1685	2264
1686	3508
1687	2188
1688	2836
1689	2613
1690	1447
1691	1042
1692	3837
1693	1412
1694	593
1695	2833
1696	1175
1697	2336
1698	1581
1699	886
1700	680
1701	3360
1702	1008
1703	504
1704	1367
1705	2624
1706	925
1707	1937
1708	532
1709	759
1710	3106
1711	2983
1712	1044
1713	564
1714	149
1715	3534
1716	16
1717	2083
1718	1707
1719	2250
1720	3698
1721	521
1722	3185
1723	3793
1724	3156
1725	3693
1726	3143
1727	3468
1728	1876
1729	2363
1730	3442
1731	1856
1732	2570
1733	2803
1734	661
1735	2689
1736	885
1737	22
1738	1917
1739	3744
1740	1395
1741	410
1742	2786
1743	1046
1744	3535
1745	3636
1746	1583
1747	1231
1748	2040
1749	3809
1750	3725
1751	3756
1752	1235
1753	2956
1754	3884
1755	3404
1756	2692
1757	1501
1758	3255
1759	182
1760	637
1761	1896
1762	3210
1763	1494
1764	2977
1765	1573
1766	818
1767	2694
1768	3768
1769	3581
1770	1284
1771	3685
1772	2964
1773	202
1774	3124
1775	3246
1776	137
1777	1128
1778	3403
1779	3717
1780	2451
1781	3453
1782	2718
1783	3282
1784	3597
1785	2672
1786	104
1787	2009
1788	3841
1789	1497
1790	3165
1791	2641
1792	1295
1793	2178
1794	1610
1795	3683
1796	368
1797	685
1798	536
1799	2963
1800	665
1801	2540
1802	1094
1803	442
1804	2524
1805	1147
1806	387
1807	94
1808	2863
1809	1504
1810	223
1811	129
1812	1507
1813	2459
1814	1887
1815	49
1816	1040
1817	2529
1818	3726
1819	1604
1820	2236
1821	802
1822	2587
1823	742
1824	1944
1825	3201
1826	2313
1827	1955
1828	2448
1829	1849
1830	2936
1831	328
1832	189
1833	1047
1834	2138
1835	1938
1836	3739
1837	879
1838	166
1839	1002
1840	426
1841	3114
1842	1343
1843	993
1844	2720
1845	1160
1846	376
1847	3327
1848	1520
1849	765
1850	2676
1851	1475
1852	3716
1853	3777
1854	2001
1855	2486
1856	2741
1857	1266
1858	2371
1859	314
1860	940
1861	3071
1862	299
1863	1417
1864	1124
1865	3254
1866	507
1867	3755
1868	2154
1869	3662
1870	2986
1871	1685
1872	2509
1873	26
1874	1799
1875	2566
1876	3271
1877	3148
1878	1812
1879	1680
1880	2403
1881	1050
1882	3063
1883	3272
1884	3355
1885	1987
1886	2327
1887	3215
1888	3774
1889	2900
1890	1432
1891	3110
1892	3910
1893	1932
1894	2
1895	1163
1896	2945
1897	119
1898	1225
1899	3676
1900	2010
1901	1703
1902	3118
1903	173
1904	88
1905	261
1906	3617
1907	2238
1908	126
1909	3162
1910	1288
1911	767
1912	506
1913	2783
1914	222
1915	2654
1916	2191
1917	586
1918	1809
1919	3863
1920	101
1921	450
1922	1806
1923	3852
1924	3635
1925	944
1926	374
1927	2892
1928	1992
1929	938
1930	3186
1931	1747
1932	1960
1933	1509
1934	750
1935	2920
1936	3257
1937	1679
1938	2548
1939	3049
1940	2789
1941	810
1942	3600
1943	159
1944	2827
1945	3622
1946	3111
1947	1535
1948	418
1949	191
1950	3184
1951	2466
1952	3222
1953	121
1954	1208
1955	3701
1956	108
1957	1996
1958	898
1959	558
1960	2781
1961	1862
1962	3338
1963	1401
1964	1665
1965	1605
1966	1033
1967	1546
1968	278
1969	1674
1970	3125
1971	331
1972	2599
1973	731
1974	3109
1975	1867
1976	443
1977	2174
1978	3519
1979	350
1980	1486
1981	231
1982	1949
1983	809
1984	3366
1985	2201
1986	2409
1987	81
1988	3012
1989	3470
1990	1341
1991	3515
1992	15
1993	1599
1994	3911
1995	239
1996	2893
1997	1623
1998	252
1999	1739
2000	1892
2001	2145
2002	3709
2003	2719
2004	2337
2005	3093
2006	635
2007	2642
2008	2777
2009	2355
2010	673
2011	1230
2012	3745
2013	1976
2014	2291
2015	3843
2016	2455
2017	2097
2018	984
2019	2311
2020	544
2021	3316
2022	2276
2023	2635
2024	1902
2025	3169
2026	2435
2027	1076
2028	3664
2029	1968
2030	2302
2031	3552
2032	3345
2033	2082
2034	1330
2035	2976
2036	2059
2037	2155
2038	8
2039	2763
2040	3318
2041	2121
2042	2294
2043	511
2044	385
2045	3174
2046	2249
2047	111
2048	3462
2049	3859
2050	3549
2051	3924
2052	921
2053	2553
2054	529
2055	3900
2056	3409
2057	3427
2058	3948
2059	1538
2060	1911
2061	1446
2062	2730
2063	3026
2064	662
2065	2187
2066	2907
2067	1982
2068	1715
2069	1198
2070	1556
2071	215
2072	1372
2073	1049
2074	62
2075	2292
2076	2440
2077	1835
2078	1564
2079	2420
2080	495
2081	157
2082	2663
2083	3484
2084	3528
2085	2137
2086	2142
2087	1086
2088	1951
2089	746
2090	179
2091	114
2092	990
2093	2799
2094	1910
2095	2687
2096	310
2097	896
2098	2031
2099	3104
2100	3387
2101	44
2102	1221
2103	300
2104	645
2105	27
2106	1241
2107	1365
2108	2541
2109	1373
2110	3130
2111	3714
2112	3615
2113	377
2114	53
2115	3149
2116	1983
2117	1916
2118	1397
2119	1325
2120	1592
2121	170
2122	3766
2123	1205
2124	1077
2125	1078
2126	2350
2127	546
2128	2404
2129	2401
2130	3674
2131	327
2132	1975
2133	50
2134	1172
2135	3471
2136	1760
2137	3628
2138	3849
2139	2873
2140	3914
2141	3307
2142	3932
2143	303
2144	2186
2145	3724
2146	2092
2147	592
2148	2382
2149	3034
2150	656
2151	3578
2152	46
2153	1603
2154	2735
2155	3526
2156	3623
2157	1004
2158	431
2159	3298
2160	2024
2161	2948
2162	2875
2163	3025
2164	45
2165	1136
2166	2044
2167	3686
2168	3735
2169	1280
2170	1858
2171	1465
2172	3757
2173	3604
2174	2442
2175	1007
2176	841
2177	2905
2178	2255
2179	2636
2180	1897
2181	353
2182	2257
2183	201
2184	1662
2185	3230
2186	1952
2187	2048
2188	714
2189	3037
2190	1186
2191	3820
2192	919
2193	1981
2194	3491
2195	200
2196	912
2197	3573
2198	1440
2199	575
2200	2688
2201	25
2202	3692
2203	1689
2204	1562
2205	2668
2206	1454
2207	2664
2208	1673
2209	2345
2210	2447
2211	203
2212	358
2213	3446
2214	2265
2215	2028
2216	342
2217	2354
2218	3208
2219	1087
2220	3945
2221	1164
2222	737
2223	219
2224	152
2225	1755
2226	3496
2227	1797
2228	2814
2229	2626
2230	365
2231	2153
2232	614
2233	1956
2234	3937
2235	527
2236	2417
2237	618
2238	2706
2239	2531
2240	1265
2241	308
2242	2053
2243	1035
2244	1957
2245	1964
2246	324
2247	562
2248	2158
2249	3439
2250	493
2251	116
2252	1357
2253	3929
2254	1350
2255	1264
2256	3886
2257	1346
2258	3010
2259	3375
2260	72
2261	1200
2262	3302
2263	3425
2264	605
2265	2026
2266	2182
2267	1545
2268	3940
2269	2589
2270	2695
2271	1258
2272	760
2273	1092
2274	2646
2275	2176
2276	720
2277	3248
2278	580
2279	2787
2280	3775
2281	1037
2282	345
2283	630
2284	778
2285	167
2286	229
2287	2726
2288	1348
2289	3040
2290	3214
2291	2431
2292	3251
2293	2481
2294	2864
2295	1278
2296	478
2297	3901
2298	3653
2299	3944
2300	1129
2301	1060
2302	788
2303	3773
2304	1833
2305	3566
2306	2558
2307	2772
2308	1082
2309	1011
2310	3811
2311	626
2312	2565
2313	2702
2314	1127
2315	1442
2316	1025
2317	1677
2318	3763
2319	2094
2320	3029
2321	3791
2322	1863
2323	1909
2324	2017
2325	3570
2326	3247
2327	2006
2328	3190
2329	3505
2330	2819
2331	524
2332	1782
2333	482
2334	1449
2335	3673
2336	32
2337	2221
2338	2335
2339	3605
2340	2436
2341	531
2342	597
2343	1696
2344	3502
2345	2890
2346	1079
2347	1651
2348	3082
2349	2366
2350	3803
2351	3851
2352	1383
2353	3078
2354	2521
2355	1051
2356	1262
2357	451
2358	1779
2359	3525
2360	3259
2361	250
2362	1425
2363	2069
2364	1656
2365	2293
2366	870
2367	1770
2368	3699
2369	3922
2370	1016
2371	480
2372	259
2373	3760
2374	66
2375	1393
2376	2490
2377	2806
2378	1986
2379	57
2380	2678
2381	1294
2382	2078
2383	2724
2384	2482
2385	3428
2386	1210
2387	3370
2388	833
2389	2916
2390	1625
2391	910
2392	3016
2393	449
2394	766
2395	2065
2396	3263
2397	3536
2398	3018
2399	1345
2400	559
2401	2846
2402	3275
2403	181
2404	2926
2405	1196
2406	908
2407	3441
2408	1398
2409	3708
2410	2779
2411	2266
2412	2406
2413	549
2414	3385
2415	1834
2416	2962
2417	3283
2418	1810
2419	2060
2420	48
2421	2148
2422	2021
2423	2394
2424	3239
2425	1483
2426	3831
2427	2534
2428	1649
2429	600
2430	3882
2431	417
2432	1574
2433	150
2434	107
2435	3897
2436	725
2437	1081
2438	2715
2439	1427
2440	464
2441	2896
2442	1473
2443	3178
2444	1259
2445	3243
2446	2303
2447	3249
2448	3795
2449	2444
2450	3090
2451	2077
2452	913
2453	1413
2454	3176
2455	2020
2456	3102
2457	204
2458	2450
2459	2111
2460	3359
2461	2579
2462	829
2463	3938
2464	3300
2465	3740
2466	3284
2467	1366
2468	610
2469	2042
2470	2950
2471	3861
2472	2286
2473	1730
2474	462
2475	2927
2476	537
2477	1031
2478	1215
2479	1034
2480	2849
2481	2573
2482	2631
2483	2247
2484	1387
2485	3459
2486	2056
2487	518
2488	3790
2489	1382
2490	3145
2491	747
2492	803
2493	2590
2494	1654
2495	839
2496	2757
2497	2405
2498	3412
2499	172
2500	2329
2501	3788
2502	3894
2503	2184
2504	2193
2505	2906
2506	3891
2507	2194
2508	3177
2509	2215
2510	897
2511	2242
2512	1811
2513	3069
2514	2802
2515	2850
2516	509
2517	494
2518	3860
2519	367
2520	313
2521	3545
2522	3670
2523	1064
2524	240
2525	3487
2526	3599
2527	3585
2528	3074
2529	3680
2530	2852
2531	2170
2532	3671
2533	355
2534	1490
2535	2089
2536	3616
2537	3648
2538	736
2539	932
2540	444
2541	2272
2542	2140
2543	599
2544	1670
2545	1963
2546	186
2547	3806
2548	3923
2549	1359
2550	336
2551	1321
2552	954
2553	612
2554	2339
2555	21
2556	1194
2557	2144
2558	3152
2559	1711
2560	2586
2561	2372
2562	1282
2563	2243
2564	3930
2565	3301
2566	2112
2567	477
2568	2942
2569	849
2570	1253
2571	12
2572	2870
2573	3941
2574	2888
2575	2712
2576	432
2577	2939
2578	1192
2579	168
2580	1303
2581	832
2582	2352
2583	1067
2584	1131
2585	2858
2586	3514
2587	2025
2588	3200
2589	1119
2590	2375
2591	1701
2592	1361
2593	3072
2594	1899
2595	2128
2596	3467
2597	3310
2598	2792
2599	3422
2600	1961
