new_id	uid
427	3616893
428	3619631
429	3620016
430	3625906
431	3627904
432	3628128
433	3628554
434	3628938
435	3631665
436	3649737
437	3652631
438	3660796
439	3663253
440	3664630
441	3664659
442	3670716
443	3672275
444	3680137
445	3687335
446	3688209
447	3694683
448	3695869
449	3703010
450	3711115
451	3716724
452	3734318
453	3734987
454	3742456
455	3755492
456	3755614
457	3767277
458	3767609
459	3768204
460	3776652
461	3784080
462	3789291
463	3789622
464	3789789
465	3794696
466	3794921
467	3796723
468	3798260
469	3800889
470	3801391
471	3804353
472	3815094
473	3822700
474	3831644
475	3836289
476	3837198
477	3842093
478	3846576
479	3856092
480	3870766
481	3873307
482	3888019
483	3889481
484	3894509
485	3899270
486	3926269
487	3927713
488	3933229
489	3952951
490	3955952
491	3960795
492	3961563
493	3961662
494	3975796
495	3979635
496	3988284
497	3991313
498	3997763
499	3998103
500	4008983
501	4011470
502	4021036
503	4025188
504	4028212
505	4032296
506	4034548
507	4040048
508	4078927
509	4081624
510	4081747
511	4087599
512	4108563
513	4112590
514	4113263
515	4115698
516	4116834
517	4127879
518	4129727
519	4144771
520	4146779
521	4151936
522	4154850
523	4156146
524	4166131
525	4175289
526	4176518
527	4181235
528	4183883
529	4209678
530	4213883
531	4221137
532	4221201
533	4234911
534	4241250
535	4245290
536	4245348
537	4256404
538	4258244
539	4258669
540	4261363
541	4272616
542	4272732
543	4294882
544	4296006
545	4298951
546	4302538
547	4302833
548	4316779
549	4325258
550	4339278
551	4341877
552	4354198
553	4357192
554	4358592
555	4366063
556	4367360
557	4377536
558	4380245
559	4382100
560	4387327
561	4391858
562	4401240
563	4408155
564	4409523
565	4416630
566	4421708
567	4423444
568	4432320
569	4436097
570	4438583
571	4442715
572	4447744
573	4458248
574	4459072
575	4459554
576	4473133
577	4483739
578	4484499
579	4513220
580	4513765
581	4513833
582	4515577
583	4520742
584	4525586
585	4526849
586	4527233
587	4530700
588	4535029
589	4536882
590	4537245
591	4539782
592	4540727
593	4542667
594	4551362
595	4551617
596	4555234
597	4567404
598	4573806
599	4574715
600	4575581
601	4578864
602	4581511
603	4590174
604	4593954
605	4596784
606	4597837
607	4598733
608	4602724
609	4603539
610	4606112
611	4612124
612	4620306
613	4620850
614	4628088
615	4630313
616	4630434
617	4630834
618	4637039
619	4638772
620	4646457
621	4647356
622	4656680
623	4661596
624	4666391
625	4670121
626	4670165
627	4674086
628	4699785
629	4701048
630	4701098
631	4701553
632	4714408
633	4723018
634	4727806
635	4729271
636	4729661
637	4734473
638	4734952
639	4735072
640	4737302
641	4738396
642	4738898
643	4741243
644	4744310
645	4749851
646	4750784
647	4751474
648	4755950
649	4761064
650	4768796
651	4778372
652	4779376
653	4783959
654	4786976
655	4788141
656	4790932
657	4794377
658	4796492
659	4808645
660	4813781
661	4829228
662	4833239
663	4839509
664	4839688
665	4841526
666	4845805
667	4846168
668	4850129
669	4850987
670	4851034
671	4854237
672	4862107
673	4864154
674	4868498
675	4879614
676	4889197
677	4893733
678	4893768
679	4895495
680	4896748
681	4907521
682	4910713
683	4920919
684	4921567
685	4922330
686	4927740
687	4929065
688	4935226
689	4936240
690	4942248
691	4946294
692	4948952
693	4951774
694	4965072
695	4970728
696	4971314
697	4972880
698	4976524
699	4981729
700	4982094
701	4987823
702	4996019
703	4996094
704	4997029
705	4997451
706	5006018
707	5009412
708	5011194
709	5014487
710	5014580
711	5017275
712	5020419
713	5023065
714	5025424
715	5049899
716	5050053
717	5051020
718	5051853
719	5060760
720	5061342
721	5063427
722	5066259
723	5069700
724	5070886
725	5078214
726	5080003
727	5081703
728	5092093
729	5093626
730	5094333
731	5095035
732	5100223
733	5101913
734	5111554
735	5116338
736	5118555
737	5122321
738	5129603
739	5136058
740	5150292
741	5152733
742	5159690
743	5171502
744	5173056
745	5174838
746	5182648
747	5193129
748	5193674
749	5195747
750	5199231
751	5204658
752	5210514
753	5218993
754	5224418
755	5228326
756	5243855
757	5245974
758	5253398
759	5258794
760	5260579
761	5260729
762	5266094
763	5266830
764	5269802
765	5270303
766	5272074
767	5278002
768	5279110
769	5280379
770	5280460
771	5283097
772	5284715
773	5285443
774	5295113
775	5295817
776	5302821
777	5303393
778	5304663
779	5305220
780	5308827
781	5309017
782	5310550
783	5313244
784	5321331
785	5325588
786	5329116
787	5329154
788	5329562
789	5332001
790	5333230
791	5337414
792	5338932
793	5342708
794	5344158
795	5346479
796	5347983
797	5353462
798	5354508
799	5360009
800	5362154
801	5367368
802	5371950
803	5376986
804	5377163
805	5390894
806	5393478
807	5402579
808	5406550
809	5410599
810	5419456
811	5424589
812	5426684
813	5428675
814	5428832
815	5434860
816	5437876
817	5438297
818	5443242
819	5445354
820	5448364
821	5448401
822	5456426
823	5458232
824	5459640
825	5460898
826	5462659
827	5467355
828	5473298
829	5480507
830	5482664
831	5483572
832	5486219
833	5487434
834	5489275
835	5502042
836	5507553
837	5509062
838	5514454
839	5515468
840	5517690
841	5518864
842	5525906
843	5527020
844	5529506
845	5530441
846	5535572
847	5535981
848	5544243
849	5545475
850	5548201
851	5549202
852	5554469
853	5556438
854	5564466
855	5566643
856	5570800
857	5571371
858	5571403
859	5572445
860	5575276
861	5577236
862	5583704
863	5592666
864	5593717
865	5602673
866	5603061
867	5604823
868	5607003
869	5610519
870	5618885
871	5633474
872	5634487
873	5635090
874	5637943
875	5649599
876	5655956
877	5657362
878	5659917
879	5663568
880	5668683
881	5686898
882	5688508
883	5691391
884	5691970
885	5694855
886	5698513
887	5704661
888	5705953
889	5706298
890	5714922
891	5723188
892	5732935
893	5733524
894	5736475
895	5737318
896	5737326
897	5740451
898	5749837
899	5751675
900	5754379
901	5771893
902	5773732
903	5775038
904	5779194
905	5787806
906	5795961
907	5797813
908	5799529
909	5816319
910	5818144
911	5819584
912	5819955
913	5820002
914	5821219
915	5824614
916	5827837
917	5828903
918	5831902
919	5838916
920	5845628
921	5848739
922	5870224
923	5873157
924	5875933
925	5879390
926	5880437
927	5890972
928	5892381
929	5892803
930	5900282
931	5904176
932	5911970
933	5912398
934	5923339
935	5932412
936	5939172
937	5940116
938	5943487
939	5945844
940	5948440
941	5950163
942	5953568
943	5959467
944	5966231
945	5972601
946	5974173
947	5979178
948	5980412
949	5982809
950	5987155
951	5998309
952	6008312
953	6013515
954	6014325
955	6014346
956	6020497
957	6025200
958	6029934
959	6030905
960	6043449
961	6049808
962	6055480
963	6055833
964	6064299
965	6064623
966	6064942
967	6068470
968	6081937
969	6085375
970	6103700
971	6113062
972	6118151
973	6120670
974	6122583
975	6122969
976	6125665
977	6126800
978	6127317
979	6129160
980	6132311
981	6134021
982	6136271
983	6138998
984	6139613
985	6146301
986	6151923
987	6157152
988	6158275
989	6159111
990	6160625
991	6168263
992	6170383
993	6174161
994	6174816
995	6178757
996	6180514
997	6182958
998	6185296
999	6188406
1000	6191108
1001	6195230
1002	6199796
1003	6206555
1004	6213894
1005	6215924
1006	6219440
1007	6219607
1008	6227973
1009	6230012
1010	6234254
1011	6241091
1012	6244099
1013	6255575
1014	6261389
1015	6262228
1016	6266672
1017	6267268
1018	6267506
1019	6270361
1020	6279741
1021	6294182
1022	6304123
1023	6306252
1024	6309920
1025	6312441
1026	6322976
1027	6337739
1028	6354859
1029	6354986
1030	6361582
1031	6363147
1032	6367098
1033	6367988
1034	6367995
1035	6379455
1036	6380812
1037	6384880
1038	6386267
1039	6387903
1040	6392684
1041	6398204
1042	6398525
1043	6410553
1044	6411451
1045	6412515
1046	6418881
1047	6422083
1048	6426809
1049	6438339
1050	6444079
1051	6445021
1052	6448013
1053	6454478
1054	6472144
1055	6473142
1056	6480542
1057	6482475
1058	6496755
1059	6499648
1060	6502039
1061	6504385
1062	6504926
1063	6506026
1064	6511558
1065	6523140
1066	6545772
1067	6549540
1068	6566712
1069	6571510
1070	6575213
1071	6578935
1072	6586125
1073	6597365
1074	6617455
1075	6617508
1076	6619551
1077	6627491
1078	6636433
1079	6641327
1080	6653912
1081	6656548
1082	6664435
1083	6668359
1084	6678083
1085	6678765
1086	6698074
1087	6705855
1088	6708343
1089	6735610
1090	6738756
1091	6741210
1092	6754411
1093	6756818
1094	6773937
1095	6775984
1096	6787241
1097	6788206
1098	6788540
1099	6794287
1100	6796737
1101	6803447
1102	6804052
1103	6823315
1104	6825944
1105	6842032
1106	6844209
1107	6855473
1108	6857980
1109	6861374
1110	6870153
1111	6874863
1112	6875830
1113	6880995
1114	6897149
1115	6914889
1116	6915772
1117	6916046
1118	6918814
1119	6930573
1120	6946347
1121	6951312
1122	6953451
1123	6955283
1124	6960800
1125	6963662
1126	6973609
1127	6978019
1128	6984395
1129	6984589
1130	6985275
1131	6985948
1132	6987526
1133	6992664
1134	7002941
1135	7004146
1136	7013370
1137	7015216
1138	7025907
1139	7026348
1140	7035240
1141	7050413
1142	7054082
1143	7055114
1144	7060075
1145	7063993
1146	7080246
1147	7111881
1148	7132348
1149	7133016
1150	7138659
1151	7140234
1152	7142980
1153	7153164
1154	7157289
1155	7166903
1156	7171618
1157	7186183
1158	7187924
1159	7196462
1160	7196552
1161	7200187
1162	7206805
1163	7213595
1164	7214512
1165	7216579
1166	7221204
1167	7223948
1168	7227267
1169	7231379
1170	7231441
1171	7239403
1172	7240746
1173	7251666
1174	7254362
1175	7264988
1176	7267990
1177	7268182
1178	7274774
1179	7277276
1180	7278831
1181	7281033
1182	7286116
1183	7297731
1184	7301004
1185	7321199
1186	7328123
1187	7335723
1188	7343776
1189	7343795
1190	7343854
1191	7346506
1192	7353350
1193	7353835
1194	7359024
1195	7378762
1196	7392353
1197	7399169
1198	7404637
1199	7415754
1200	7417628
1201	7436168
1202	7437851
1203	7441047
1204	7473788
1205	7535823
1206	7535911
1207	7543918
1208	7549597
1209	7558809
1210	7563475
1211	7569475
1212	7569744
1213	7571797
1214	7575716
1215	7577332
1216	7582599
1217	7592642
1218	7599594
1219	7607335
1220	7612050
1221	7613158
1222	7613189
1223	7617683
1224	7629019
1225	7632630
1226	7633789
1227	7636471
1228	7653788
1229	7656895
1230	7665129
1231	7665166
1232	7674192
1233	7685887
1234	7692466
1235	7694630
1236	7703334
1237	7704777
1238	7706337
1239	7710411
1240	7712964
1241	7713532
1242	7719992
1243	7720234
1244	7733019
1245	7780364
1246	7781139
1247	7788856
1248	7802243
1249	7804059
1250	7807839
1251	7812662
1252	7813133
1253	7835995
1254	7841641
1255	7851982
1256	7854598
1257	7858376
1258	7859221
1259	7864784
1260	7867337
1261	7869989
1262	7871825
1263	7873013
1264	7877317
1265	7880512
1266	7882084
1267	7883769
1268	7884158
1269	7887098
1270	7889220
1271	7891836
1272	7895178
1273	7911354
1274	7923436
1275	7923562
1276	7926215
1277	7926842
1278	7928396
1279	7942477
1280	7947848
1281	7954479
1282	7958555
1283	7972651
1284	7975348
1285	7976482
1286	7977148
1287	7977794
1288	7980270
1289	7983602
1290	7991840
1291	7995240
1292	7996093
1293	7996631
1294	8000005
1295	8021575
1296	8022861
1297	8043610
1298	8049814
1299	8052371
1300	8058019
1301	8061922
1302	8063085
1303	8066919
1304	8069276
1305	8069831
1306	8074009
1307	8091537
1308	8099056
1309	8099267
1310	8104697
1311	8112175
1312	8115753
1313	8120165
1314	8125801
1315	8128206
1316	8136294
1317	8143398
1318	8147256
1319	8156389
1320	8158419
1321	8160755
1322	8162392
1323	8165324
1324	8167757
1325	8171589
1326	8176144
1327	8176772
1328	8176817
1329	8176940
1330	8177245
1331	8185541
1332	8192944
1333	8207648
1334	8233695
1335	8236395
1336	8239783
1337	8260485
1338	8268780
1339	8273447
1340	8296885
1341	8296946
1342	8299173
1343	8306009
1344	8323354
1345	8324310
1346	8326046
1347	8345204
1348	8364244
1349	8366635
1350	8376741
1351	8377701
1352	8387490
1353	8394814
1354	8400743
1355	8405366
1356	8414111
1357	8416296
1358	8416342
1359	8433866
1360	8439008
1361	8439328
1362	8449607
1363	8451760
1364	8458576
1365	8459217
1366	8471524
1367	8482260
1368	8482968
1369	8484926
1370	8495562
1371	8498689
1372	8507918
1373	8532024
1374	8537662
1375	8541241
1376	8543491
1377	8548600
1378	8553110
1379	8553147
1380	8559041
1381	8572294
1382	8576190
1383	8576198
1384	8583296
1385	8586180
1386	8590058
1387	8600739
1388	8604483
1389	8610675
1390	8614098
1391	8615011
1392	8630629
1393	8637991
1394	8646008
1395	8647321
1396	8652883
1397	8656429
1398	8662360
1399	8664343
1400	8666227
1401	8677858
1402	8685188
1403	8692632
1404	8695680
1405	8706080
1406	8708455
1407	8708511
1408	8710515
1409	8724043
1410	8728938
1411	8733065
1412	8736242
1413	8742515
1414	8742997
1415	8746533
1416	8747576
1417	8748895
1418	8752690
1419	8755219
1420	8762582
1421	8777452
1422	8790311
1423	8790512
1424	8790654
1425	8793085
1426	8793449
1427	8795438
1428	8797596
1429	8799717
1430	8801241
1431	8808765
1432	8810253
1433	8810589
1434	8812143
1435	8813091
1436	8821950
1437	8832481
1438	8856168
1439	8856533
1440	8859093
1441	8868468
1442	8889471
1443	8889537
1444	8890887
1445	8909683
1446	8914251
1447	8919594
1448	8926629
1449	8932600
1450	8937554
1451	8941731
1452	8942245
1453	8944042
1454	8951814
1455	8964741
1456	8971680
1457	8985317
1458	8989144
1459	8992416
1460	9000603
1461	9017291
1462	9019961
1463	9024412
1464	9027470
1465	9029468
1466	9035146
1467	9039619
1468	9060655
1469	9063427
1470	9068556
1471	9085838
1472	9087534
1473	9106243
1474	9110165
1475	9114711
1476	9114933
1477	9127610
1478	9132904
1479	9145069
1480	9149110
1481	9150930
1482	9166046
1483	9167678
1484	9168992
1485	9177460
1486	9178381
1487	9186177
1488	9194110
1489	9200843
1490	9216087
1491	9226910
1492	9238938
1493	9239245
1494	9239366
1495	9254231
1496	9277744
1497	9278212
1498	9278351
1499	9284607
1500	9285035
1501	9295347
1502	9303053
1503	9307983
1504	9308081
1505	9312684
1506	9314164
1507	9317152
1508	9320158
1509	9323212
1510	9327685
1511	9329060
1512	9331127
1513	9342714
1514	9348058
1515	9348645
1516	9354910
1517	9362434
1518	9362876
1519	9374605
1520	9378408
1521	9385639
1522	9386186
1523	9395773
1524	9397579
1525	9413267
1526	9418109
1527	9418596
1528	9423480
1529	9423850
1530	9427317
1531	9429527
1532	9443294
1533	9444321
1534	9451212
1535	9454105
1536	9457484
1537	9461081
1538	9462483
1539	9469086
1540	9484493
1541	9486839
1542	9490783
1543	9523193
1544	9524141
1545	9533363
1546	9536334
1547	9546474
1548	9552431
1549	9554942
1550	9556895
1551	9559661
1552	9615501
1553	9632418
1554	9644506
1555	9653444
1556	9662719
1557	9685640
1558	9690768
1559	9698827
1560	9705464
1561	9709098
1562	9716135
1563	9728517
1564	9729936
1565	9747744
1566	9748111
1567	9756788
1568	9757687
1569	9759573
1570	9767262
1571	9774973
1572	9786855
1573	9787127
1574	9788638
1575	9791341
1576	9792835
1577	9808039
1578	9811903
1579	9818864
1580	9824051
1581	9834720
1582	9835719
1583	9841168
1584	9845860
1585	9849492
1586	9866101
1587	9868379
1588	9885748
1589	9888488
1590	9892062
1591	9897158
1592	9902293
1593	9903029
1594	9910211
1595	9911751
1596	9930040
1597	9938243
1598	9938820
1599	9950917
1600	9955980
1601	9962427
1602	9967352
1603	9969005
1604	9986504
1605	9987052
1606	10009482
1607	10019568
1608	10025948
1609	10026004
1610	10030747
1611	10031599
1612	10031641
1613	10046857
1614	10049597
1615	10053550
1616	10067398
1617	10080566
1618	10084850
1619	10113848
1620	10126678
1621	10131595
1622	10137159
1623	10144757
1624	10146116
1625	10190750
1626	10201685
1627	10205459
1628	10208037
1629	10209345
1630	10213204
1631	10232643
1632	10242776
1633	10255145
1634	10255793
1635	10259739
1636	10263413
1637	10263779
1638	10271125
1639	10282392
1640	10286236
1641	10292940
1642	10305118
1643	10309754
1644	10316808
1645	10316978
1646	10317771
1647	10326405
1648	10327490
1649	10335983
1650	10338243
1651	10338786
1652	10345736
1653	10355092
1654	10355579
1655	10367110
1656	10373475
1657	10379720
1658	10382156
1659	10382559
1660	10382754
1661	10386404
1662	10396387
1663	10396897
1664	10400549
1665	10406196
1666	10413494
1667	10416635
1668	10418362
1669	10418767
1670	10419623
1671	10424427
1672	10425448
1673	10425873
1674	10433472
1675	10436342
1676	10437882
1677	10440681
1678	10444228
1679	10446320
1680	10452108
1681	10455208
1682	10458428
1683	10472087
1684	10472880
1685	10478649
1686	10479279
1687	10480575
1688	10480939
1689	10485827
1690	10492907
1691	10513522
1692	10525792
1693	10544181
1694	10548905
1695	10549391
1696	10555048
1697	10567041
1698	10597659
1699	10600912
1700	10605224
1701	10609531
1702	10610084
1703	10624844
1704	10627154
1705	10629768
1706	10634195
1707	10635385
1708	10643777
1709	10645698
1710	10653764
1711	10657000
1712	10660521
1713	10670390
1714	10671657
1715	10674038
1716	10676255
1717	10681947
1718	10686756
1719	10688454
1720	10698065
1721	10700418
1722	10701214
1723	10706893
1724	10710247
1725	10717392
1726	10722434
1727	10723948
1728	10737613
1729	10744133
1730	10756653
1731	10776596
1732	10785907
1733	10808523
1734	10809267
1735	10811787
1736	10819889
1737	10830565
1738	10840258
1739	10844367
1740	10855692
1741	10856669
1742	10863903
1743	10868740
1744	10878312
1745	10884902
1746	10886518
1747	10888333
1748	10888614
1749	10894379
1750	10898858
1751	10900730
1752	10900877
1753	10924220
1754	10932093
1755	10940172
1756	10940639
1757	10978480
1758	10980926
1759	10989993
1760	10992250
1761	11009458
1762	11022676
1763	11044625
1764	11047417
1765	11052334
1766	11055302
1767	11055803
1768	11058737
1769	11061630
1770	11066349
1771	11068360
1772	11072659
1773	11072669
1774	11073590
1775	11092087
1776	11113679
1777	11119631
1778	11121987
1779	11127575
1780	11144481
1781	11150283
1782	11163870
1783	11164940
1784	11178832
1785	11181061
1786	11187527
1787	11192508
1788	11193476
1789	11200920
1790	11202364
1791	11205295
1792	11207709
1793	11219981
1794	11221012
1795	11233123
1796	11242927
1797	11247022
1798	11248367
1799	11256179
1800	11269639
1801	11275765
1802	11313815
1803	11315730
1804	11317783
1805	11330440
1806	11345534
1807	11346510
1808	11347080
1809	11363234
1810	11367092
1811	11373109
1812	11377057
1813	11381182
1814	11424606
1815	11430050
1816	11431230
1817	11445502
1818	11456444
1819	11458254
1820	11466912
1821	11468114
1822	11480162
1823	11508295
1824	11513265
1825	11516373
1826	11517030
1827	11535767
1828	11541773
1829	11559496
1830	11577005
1831	11579147
1832	11580386
1833	11602082
1834	11609813
1835	11613519
1836	11616430
1837	11622919
1838	11626533
1839	11633482
1840	11644967
1841	11655270
1842	11655886
1843	11661385
1844	11661754
1845	11669844
1846	11680821
1847	11681463
1848	11691262
1849	11693759
1850	11724818
1851	11736960
1852	11740890
1853	11759015
1854	11781030
1855	11788491
1856	11810750
1857	11811105
1858	11815209
1859	11819149
1860	11823351
1861	11825204
1862	11828750
1863	11838174
1864	11839601
1865	11845109
1866	11850262
1867	11857868
1868	11883139
1869	11884177
1870	11892980
1871	11916981
1872	11920850
1873	11924005
1874	11935787
1875	11943990
1876	11958148
1877	11969358
1878	12018717
1879	12030402
1880	12042038
1881	12043444
1882	12044719
1883	12049268
1884	12049963
1885	12072999
1886	12078056
1887	12095057
1888	12100748
1889	12109824
1890	12121349
1891	12129111
1892	12135499
1893	12141887
1894	12148239
1895	12159497
1896	12177752
1897	12184246
1898	12190720
1899	12191762
1900	12193340
1901	12199006
1902	12211838
1903	12213992
1904	12236795
1905	12252084
1906	12270698
1907	12279005
1908	12280213
1909	12280917
1910	12305135
1911	12309483
1912	12312859
1913	12344138
1914	12345994
1915	12353721
1916	12364805
1917	12366425
1918	12366431
1919	12373741
1920	12374721
1921	12392785
1922	12403658
1923	12405551
1924	12419187
1925	12431519
1926	12437132
1927	12438107
1928	12441391
1929	12441907
1930	12442274
1931	12449203
1932	12490932
1933	12491338
1934	12508759
1935	12542931
1936	12548303
1937	12553690
1938	12562650
1939	12600817
1940	12605294
1941	12608018
1942	12633135
1943	12657044
1944	12669836
1945	12681293
1946	12682937
1947	12691623
1948	12701326
1949	12709610
1950	12709840
1951	12724156
1952	12724638
1953	12730813
1954	12752026
1955	12770421
1956	12773706
1957	12792676
1958	12802355
1959	12828499
1960	12842776
1961	12844271
1962	12848152
1963	12852137
1964	12854292
1965	12862424
1966	12868676
1967	12880910
1968	12896210
1969	12904455
1970	12928419
1971	12935251
1972	12939044
1973	12950596
1974	12951794
1975	12960743
1976	12960776
1977	12966633
1978	12975728
1979	12980590
1980	12987728
1981	13000062
1982	13008781
1983	13022161
1984	13030893
1985	13035347
1986	13040422
1987	13041460
1988	13063299
1989	13067987
1990	13069095
1991	13070174
1992	13091927
1993	13096346
1994	13107335
1995	13113238
1996	13120311
1997	13136809
1998	13138949
1999	13176331
2000	13187430
2001	13225494
2002	13254134
2003	13263488
2004	13274002
2005	13277707
2006	13277770
2007	13285263
2008	13288391
2009	13291586
2010	13294100
2011	13294804
2012	13305160
2013	13305697
2014	13341454
2015	13344174
2016	13351441
2017	13353181
2018	13375345
2019	13417076
2020	13439948
2021	13444965
2022	13448050
2023	13469628
2024	13471412
2025	13480569
2026	13526918
2027	13542335
2028	13550637
2029	13579593
2030	13587690
2031	13593686
2032	13595416
2033	13600916
2034	13613092
2035	13614275
2036	13629843
2037	13635457
2038	13639824
2039	13641238
2040	13652473
2041	13655063
2042	13675341
2043	13701585
2044	13705709
2045	13725104
2046	13728711
2047	13732425
2048	13732575
2049	13742447
2050	13745498
2051	13750804
2052	13754580
2053	13768188
2054	13770579
2055	13804551
2056	13806549
2057	13825117
2058	13829297
2059	13833494
2060	13838095
2061	13839343
2062	13844152
2063	13853649
2064	13868789
2065	13876752
2066	13882540
2067	13889005
2068	13890857
2069	13900075
2070	13908807
2071	13916668
2072	13926899
2073	13934588
2074	13945555
2075	13949794
2076	13952645
2077	13989047
2078	14012359
2079	14019044
2080	14022772
2081	14028031
2082	14030592
2083	14031991
2084	14040499
2085	14041598
2086	14080541
2087	14106918
2088	14117804
2089	14131128
2090	14143152
2091	14147629
2092	14156239
2093	14167493
2094	14167588
2095	14186113
2096	14193250
2097	14195070
2098	14204994
2099	14209179
2100	14213130
2101	14218734
2102	14229678
2103	14231645
2104	14237111
2105	14237684
2106	14240473
2107	14241663
2108	14254785
2109	14258251
2110	14265729
2111	14267682
2112	14277450
2113	14314499
2114	14315548
2115	14316142
2116	14332325
2117	14333822
2118	14335016
2119	14344998
2120	14345010
2121	14348882
2122	14361893
2123	14368697
2124	14370017
2125	14379311
2126	14389115
2127	14407133
2128	14407210
2129	14407900
2130	14419918
2131	14420385
2132	14429827
2133	14446802
2134	14450374
2135	14461662
2136	14466582
2137	14480015
2138	14503758
2139	14506007
