eid	name	entity
107	Mad_Max_2	http://dbpedia.org/resource/Mad_Max_2
108	Angela's_Ashes_(film)	http://dbpedia.org/resource/Angela's_Ashes_(film)
109	Breathless_(1983_film)	http://dbpedia.org/resource/Breathless_(1983_film)
110	Popeye_(1980_film)	http://dbpedia.org/resource/Popeye_(1980_film)
111	Ruby_in_Paradise	http://dbpedia.org/resource/Ruby_in_Paradise
112	A_Kid_in_King_Arthur's_Court	http://dbpedia.org/resource/A_Kid_in_King_Arthur's_Court
113	X_the_Unknown	http://dbpedia.org/resource/X_the_Unknown
114	Benji_(1974_film)	http://dbpedia.org/resource/Benji_(1974_film)
115	Widows'_Peak	http://dbpedia.org/resource/Widows'_Peak
116	Death_Becomes_Her	http://dbpedia.org/resource/Death_Becomes_Her
117	Knightriders	http://dbpedia.org/resource/Knightriders
118	Cube_(film)	http://dbpedia.org/resource/Cube_(film)
119	The_Paper_Chase_(film)	http://dbpedia.org/resource/The_Paper_Chase_(film)
120	The_War_(1994_film)	http://dbpedia.org/resource/The_War_(1994_film)
121	Better_Than_Chocolate	http://dbpedia.org/resource/Better_Than_Chocolate
122	A_Thousand_Acres_(film)	http://dbpedia.org/resource/A_Thousand_Acres_(film)
123	Lost_Highway_(film)	http://dbpedia.org/resource/Lost_Highway_(film)
124	Freddy's_Dead:_The_Final_Nightmare	http://dbpedia.org/resource/Freddy's_Dead:_The_Final_Nightmare
125	Death_Wish_V:_The_Face_of_Death	http://dbpedia.org/resource/Death_Wish_V:_The_Face_of_Death
126	Star_Trek_Generations	http://dbpedia.org/resource/Star_Trek_Generations
127	Black_Tar_Heroin_(film)	http://dbpedia.org/resource/Black_Tar_Heroin_(film)
128	Timecop	http://dbpedia.org/resource/Timecop
129	The_Outsiders_(film)	http://dbpedia.org/resource/The_Outsiders_(film)
130	Midnight_Express_(film)	http://dbpedia.org/resource/Midnight_Express_(film)
131	Peggy_Sue_Got_Married	http://dbpedia.org/resource/Peggy_Sue_Got_Married
132	The_Leading_Man	http://dbpedia.org/resource/The_Leading_Man
133	Selena_(film)	http://dbpedia.org/resource/Selena_(film)
134	The_Odd_Couple_II	http://dbpedia.org/resource/The_Odd_Couple_II
135	Roustabout_(film)	http://dbpedia.org/resource/Roustabout_(film)
136	Kissing_a_Fool	http://dbpedia.org/resource/Kissing_a_Fool
137	Free_Willy_2:_The_Adventure_Home	http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home
138	Rosemary's_Baby_(film)	http://dbpedia.org/resource/Rosemary's_Baby_(film)
139	The_Winslow_Boy_(1999_film)	http://dbpedia.org/resource/The_Winslow_Boy_(1999_film)
140	U-571_(film)	http://dbpedia.org/resource/U-571_(film)
141	The_Out-of-Towners_(1999_film)	http://dbpedia.org/resource/The_Out-of-Towners_(1999_film)
142	Hoodlum_(film)	http://dbpedia.org/resource/Hoodlum_(film)
143	Dracula_(1958_film)	http://dbpedia.org/resource/Dracula_(1958_film)
144	Cross_of_Iron	http://dbpedia.org/resource/Cross_of_Iron
145	The_Absent-Minded_Professor	http://dbpedia.org/resource/The_Absent-Minded_Professor
146	Only_You_(1994_film)	http://dbpedia.org/resource/Only_You_(1994_film)
147	Addicted_to_Love_(film)	http://dbpedia.org/resource/Addicted_to_Love_(film)
148	Backdraft_(film)	http://dbpedia.org/resource/Backdraft_(film)
149	Career_Girls	http://dbpedia.org/resource/Career_Girls
150	Sour_Grapes_(film)	http://dbpedia.org/resource/Sour_Grapes_(film)
151	Tetsuo_II:_Body_Hammer	http://dbpedia.org/resource/Tetsuo_II:_Body_Hammer
152	Lethal_Weapon	http://dbpedia.org/resource/Lethal_Weapon
153	Turtle_Diary	http://dbpedia.org/resource/Turtle_Diary
154	Vertigo_(film)	http://dbpedia.org/resource/Vertigo_(film)
155	Prick_Up_Your_Ears	http://dbpedia.org/resource/Prick_Up_Your_Ears
156	Ripe_(film)	http://dbpedia.org/resource/Ripe_(film)
157	Melody_Time	http://dbpedia.org/resource/Melody_Time
158	The_Hi-Lo_Country	http://dbpedia.org/resource/The_Hi-Lo_Country
159	Madonna:_Truth_or_Dare	http://dbpedia.org/resource/Madonna:_Truth_or_Dare
160	Judgment_Night_(film)	http://dbpedia.org/resource/Judgment_Night_(film)
161	Fanny_and_Alexander	http://dbpedia.org/resource/Fanny_and_Alexander
162	Dirty_Work_(1998_film)	http://dbpedia.org/resource/Dirty_Work_(1998_film)
163	Conspiracy_Theory_(film)	http://dbpedia.org/resource/Conspiracy_Theory_(film)
164	Barenaked_in_America	http://dbpedia.org/resource/Barenaked_in_America
165	Abbott_and_Costello_Meet_Frankenstein	http://dbpedia.org/resource/Abbott_and_Costello_Meet_Frankenstein
166	Safe_Passage_(film)	http://dbpedia.org/resource/Safe_Passage_(film)
167	Alien_(film)	http://dbpedia.org/resource/Alien_(film)
168	City_of_Industry_(film)	http://dbpedia.org/resource/City_of_Industry_(film)
169	20_Dates	http://dbpedia.org/resource/20_Dates
170	What_Dreams_May_Come_(film)	http://dbpedia.org/resource/What_Dreams_May_Come_(film)
171	Halloween_H20:_20_Years_Later	http://dbpedia.org/resource/Halloween_H20:_20_Years_Later
172	Gumby:_The_Movie	http://dbpedia.org/resource/Gumby:_The_Movie
173	Local_Hero	http://dbpedia.org/resource/Local_Hero
174	Ronin_(film)	http://dbpedia.org/resource/Ronin_(film)
175	Double_Jeopardy_(film)	http://dbpedia.org/resource/Double_Jeopardy_(film)
176	Losing_Isaiah	http://dbpedia.org/resource/Losing_Isaiah
177	Last_Night_(1998_film)	http://dbpedia.org/resource/Last_Night_(1998_film)
178	The_Hidden_(film)	http://dbpedia.org/resource/The_Hidden_(film)
179	Anna_and_the_King	http://dbpedia.org/resource/Anna_and_the_King
180	The_Mummy_(1999_film)	http://dbpedia.org/resource/The_Mummy_(1999_film)
181	Dear_God_(film)	http://dbpedia.org/resource/Dear_God_(film)
182	Daughters_of_the_Dust	http://dbpedia.org/resource/Daughters_of_the_Dust
183	Switchblade_Sisters	http://dbpedia.org/resource/Switchblade_Sisters
184	Krippendorf's_Tribe	http://dbpedia.org/resource/Krippendorf's_Tribe
185	Silent_Fall	http://dbpedia.org/resource/Silent_Fall
186	West	http://dbpedia.org/resource/East/West
187	Celebrity_(film)	http://dbpedia.org/resource/Celebrity_(film)
188	Knock_Off_(film)	http://dbpedia.org/resource/Knock_Off_(film)
189	Mission:_Impossible_(film)	http://dbpedia.org/resource/Mission:_Impossible_(film)
190	The_Bedroom_Window	http://dbpedia.org/resource/The_Bedroom_Window
191	Fantasia_2000	http://dbpedia.org/resource/Fantasia_2000
192	Awakenings	http://dbpedia.org/resource/Awakenings
193	Dante's_Peak	http://dbpedia.org/resource/Dante's_Peak
194	It's_a_Wonderful_Life_(1994_film)	http://dbpedia.org/resource/It's_a_Wonderful_Life_(1994_film)
195	GoldenEye	http://dbpedia.org/resource/GoldenEye
196	Prophecy_(film)	http://dbpedia.org/resource/Prophecy_(film)
197	D3:_The_Mighty_Ducks	http://dbpedia.org/resource/D3:_The_Mighty_Ducks
198	The_Ice_Storm_(film)	http://dbpedia.org/resource/The_Ice_Storm_(film)
199	Bedrooms_and_Hallways	http://dbpedia.org/resource/Bedrooms_and_Hallways
200	Lock,_Stock_and_Two_Smoking_Barrels	http://dbpedia.org/resource/Lock,_Stock_and_Two_Smoking_Barrels
201	Howl's_Moving_Castle_(film)	http://dbpedia.org/resource/Howl's_Moving_Castle_(film)
202	Best_Man_Wins	http://dbpedia.org/resource/Best_Man_Wins
203	The_Tigger_Movie	http://dbpedia.org/resource/The_Tigger_Movie
204	A_Civil_Action_(film)	http://dbpedia.org/resource/A_Civil_Action_(film)
205	Outbreak_(film)	http://dbpedia.org/resource/Outbreak_(film)
206	Leo_the_Lion:_King_of_the_Jungle	http://dbpedia.org/resource/Leo_the_Lion:_King_of_the_Jungle
207	You've_Got_Mail	http://dbpedia.org/resource/You've_Got_Mail
208	Blood,_Guts,_Bullets_and_Octane	http://dbpedia.org/resource/Blood,_Guts,_Bullets_and_Octane
209	The_Great_Muppet_Caper	http://dbpedia.org/resource/The_Great_Muppet_Caper
210	A_Time_to_Kill_(1996_film)	http://dbpedia.org/resource/A_Time_to_Kill_(1996_film)
211	The_Umbrellas_of_Cherbourg	http://dbpedia.org/resource/The_Umbrellas_of_Cherbourg
212	Rising_Sun_(film)	http://dbpedia.org/resource/Rising_Sun_(film)
213	The_Green_Mile_(film)	http://dbpedia.org/resource/The_Green_Mile_(film)
214	Die_Hard_2	http://dbpedia.org/resource/Die_Hard_2
215	The_Thin_Man_Goes_Home	http://dbpedia.org/resource/The_Thin_Man_Goes_Home
216	Heidi_Fleiss:_Hollywood_Madam	http://dbpedia.org/resource/Heidi_Fleiss:_Hollywood_Madam
217	Angels_in_the_Outfield_(1994_film)	http://dbpedia.org/resource/Angels_in_the_Outfield_(1994_film)
218	Thunderbolt_and_Lightfoot	http://dbpedia.org/resource/Thunderbolt_and_Lightfoot
219	Trick_or_Treat_(1986_film)	http://dbpedia.org/resource/Trick_or_Treat_(1986_film)
220	Highlander_III:_The_Sorcerer	http://dbpedia.org/resource/Highlander_III:_The_Sorcerer
221	The_Old_Man_and_the_Sea_(1958_film)	http://dbpedia.org/resource/The_Old_Man_and_the_Sea_(1958_film)
222	Auntie_Mame_(film)	http://dbpedia.org/resource/Auntie_Mame_(film)
223	Play_It_to_the_Bone	http://dbpedia.org/resource/Play_It_to_the_Bone
224	The_Three_Caballeros	http://dbpedia.org/resource/The_Three_Caballeros
225	The_Scarlet_Letter_(1926_film)	http://dbpedia.org/resource/The_Scarlet_Letter_(1926_film)
226	Cool_Hand_Luke	http://dbpedia.org/resource/Cool_Hand_Luke
227	The_Preacher's_Wife	http://dbpedia.org/resource/The_Preacher's_Wife
228	My_Tutor	http://dbpedia.org/resource/My_Tutor
229	Stag_Night	http://dbpedia.org/resource/Stag_Night
230	Hamlet_(1996_film)	http://dbpedia.org/resource/Hamlet_(1996_film)
231	Peter's_Friends	http://dbpedia.org/resource/Peter's_Friends
232	Hav_Plenty	http://dbpedia.org/resource/Hav_Plenty
233	Poison_(film)	http://dbpedia.org/resource/Poison_(film)
234	Beavis_and_Butt-head_Do_America	http://dbpedia.org/resource/Beavis_and_Butt-head_Do_America
235	Jumpin'_Jack_Flash_(film)	http://dbpedia.org/resource/Jumpin'_Jack_Flash_(film)
236	A_Raisin_in_the_Sun_(1961_film)	http://dbpedia.org/resource/A_Raisin_in_the_Sun_(1961_film)
237	Mass_Appeal_(film)	http://dbpedia.org/resource/Mass_Appeal_(film)
238	The_Fighting_Seabees	http://dbpedia.org/resource/The_Fighting_Seabees
239	The_Jerk	http://dbpedia.org/resource/The_Jerk
240	Death_Wish_II	http://dbpedia.org/resource/Death_Wish_II
241	Trekkies_(film)	http://dbpedia.org/resource/Trekkies_(film)
242	Stalker_(1979_film)	http://dbpedia.org/resource/Stalker_(1979_film)
243	Never_Cry_Wolf_(film)	http://dbpedia.org/resource/Never_Cry_Wolf_(film)
244	Mighty_Joe_Young_(1998_film)	http://dbpedia.org/resource/Mighty_Joe_Young_(1998_film)
245	A_Midsummer_Night's_Dream_(1999_film)	http://dbpedia.org/resource/A_Midsummer_Night's_Dream_(1999_film)
246	Incognito_(1937_film)	http://dbpedia.org/resource/Incognito_(1937_film)
247	The_Blob_(1988_film)	http://dbpedia.org/resource/The_Blob_(1988_film)
248	8_Seconds	http://dbpedia.org/resource/8_Seconds
249	Curdled_(film)	http://dbpedia.org/resource/Curdled_(film)
250	The_Longest_Day_(film)	http://dbpedia.org/resource/The_Longest_Day_(film)
251	The_Great_Race	http://dbpedia.org/resource/The_Great_Race
252	Hellbound:_Hellraiser_II	http://dbpedia.org/resource/Hellbound:_Hellraiser_II
253	The_Stars_Fell_on_Henrietta	http://dbpedia.org/resource/The_Stars_Fell_on_Henrietta
254	The_Barefoot_Executive	http://dbpedia.org/resource/The_Barefoot_Executive
255	Life_with_Mikey	http://dbpedia.org/resource/Life_with_Mikey
256	Down_in_the_Delta	http://dbpedia.org/resource/Down_in_the_Delta
257	And_God_Created_Woman_(1988_film)	http://dbpedia.org/resource/And_God_Created_Woman_(1988_film)
258	The_Last_of_the_Mohicans_(1992_film)	http://dbpedia.org/resource/The_Last_of_the_Mohicans_(1992_film)
259	Star_Maps_(film)	http://dbpedia.org/resource/Star_Maps_(film)
260	Killer's_Kiss	http://dbpedia.org/resource/Killer's_Kiss
261	Nothing_in_Common	http://dbpedia.org/resource/Nothing_in_Common
262	Castle_Freak	http://dbpedia.org/resource/Castle_Freak
263	Henry_Fool	http://dbpedia.org/resource/Henry_Fool
264	Jude_(film)	http://dbpedia.org/resource/Jude_(film)
265	Mansfield_Park_(film)	http://dbpedia.org/resource/Mansfield_Park_(film)
266	Mystery_Science_Theater_3000:_The_Movie	http://dbpedia.org/resource/Mystery_Science_Theater_3000:_The_Movie
267	Herbie_Goes_Bananas	http://dbpedia.org/resource/Herbie_Goes_Bananas
268	Rocky_III	http://dbpedia.org/resource/Rocky_III
269	A_Few_Good_Men	http://dbpedia.org/resource/A_Few_Good_Men
270	Onegin_(film)	http://dbpedia.org/resource/Onegin_(film)
271	Dead_Man_on_Campus	http://dbpedia.org/resource/Dead_Man_on_Campus
272	Dracula_(1931_English-language_film)	http://dbpedia.org/resource/Dracula_(1931_English-language_film)
273	Malice_(film)	http://dbpedia.org/resource/Malice_(film)
274	Pork_Chop_Hill	http://dbpedia.org/resource/Pork_Chop_Hill
275	Cocoon:_The_Return	http://dbpedia.org/resource/Cocoon:_The_Return
276	Mortal_Kombat:_Annihilation	http://dbpedia.org/resource/Mortal_Kombat:_Annihilation
277	Stranger_Than_Paradise	http://dbpedia.org/resource/Stranger_Than_Paradise
278	Black_Dog_(film)	http://dbpedia.org/resource/Black_Dog_(film)
279	To_Live_(1994_film)	http://dbpedia.org/resource/To_Live_(1994_film)
280	The_Mission_(1986_film)	http://dbpedia.org/resource/The_Mission_(1986_film)
281	Sin_City_(film)	http://dbpedia.org/resource/Sin_City_(film)
282	Night_Shift_(film)	http://dbpedia.org/resource/Night_Shift_(film)
283	The_Fugitive_(1993_film)	http://dbpedia.org/resource/The_Fugitive_(1993_film)
284	Ghostbusters_II	http://dbpedia.org/resource/Ghostbusters_II
285	Torn_Curtain	http://dbpedia.org/resource/Torn_Curtain
286	It_Came_from_Hollywood	http://dbpedia.org/resource/It_Came_from_Hollywood
287	Swing_Kids_(film)	http://dbpedia.org/resource/Swing_Kids_(film)
288	Breakdown	http://dbpedia.org/resource/Breakdown
289	Young_Sherlock_Holmes	http://dbpedia.org/resource/Young_Sherlock_Holmes
290	In_the_Bleak_Midwinter_(film)	http://dbpedia.org/resource/In_the_Bleak_Midwinter_(film)
291	Cyclo_(film)	http://dbpedia.org/resource/Cyclo_(film)
292	Microcosmos_(film)	http://dbpedia.org/resource/Microcosmos_(film)
293	Autumn_in_New_York_(film)	http://dbpedia.org/resource/Autumn_in_New_York_(film)
294	Grosse_Pointe_Blank	http://dbpedia.org/resource/Grosse_Pointe_Blank
295	All_That_Jazz_(film)	http://dbpedia.org/resource/All_That_Jazz_(film)
296	One_False_Move	http://dbpedia.org/resource/One_False_Move
297	Action_Jackson_(1988_film)	http://dbpedia.org/resource/Action_Jackson_(1988_film)
298	Endurance_(film)	http://dbpedia.org/resource/Endurance_(film)
299	Caligula_(film)	http://dbpedia.org/resource/Caligula_(film)
300	'Til_There_Was_You	http://dbpedia.org/resource/'Til_There_Was_You
301	Boys_and_Girls_(2000_film)	http://dbpedia.org/resource/Boys_and_Girls_(2000_film)
302	Conversation_Piece_(film)	http://dbpedia.org/resource/Conversation_Piece_(film)
303	Gloria_(1980_film)	http://dbpedia.org/resource/Gloria_(1980_film)
304	Hugo_Pool	http://dbpedia.org/resource/Hugo_Pool
305	The_Postman_Always_Rings_Twice_(1981_film)	http://dbpedia.org/resource/The_Postman_Always_Rings_Twice_(1981_film)
306	Boys_Life_2	http://dbpedia.org/resource/Boys_Life_2
307	Moonraker_(film)	http://dbpedia.org/resource/Moonraker_(film)
308	Richard_III_(1995_film)	http://dbpedia.org/resource/Richard_III_(1995_film)
309	Beyond_Rangoon	http://dbpedia.org/resource/Beyond_Rangoon
310	The_Sweet_Hereafter_(film)	http://dbpedia.org/resource/The_Sweet_Hereafter_(film)
311	Flipper_(1996_film)	http://dbpedia.org/resource/Flipper_(1996_film)
312	Maurice_(film)	http://dbpedia.org/resource/Maurice_(film)
313	Hamlet_(1948_film)	http://dbpedia.org/resource/Hamlet_(1948_film)
314	Albino_Alligator	http://dbpedia.org/resource/Albino_Alligator
315	Grease_(film)	http://dbpedia.org/resource/Grease_(film)
316	Mad_Max	http://dbpedia.org/resource/Mad_Max
317	The_Reluctant_Debutante_(film)	http://dbpedia.org/resource/The_Reluctant_Debutante_(film)
318	Mortal_Thoughts	http://dbpedia.org/resource/Mortal_Thoughts
319	Nutty_Professor_II:_The_Klumps	http://dbpedia.org/resource/Nutty_Professor_II:_The_Klumps
320	Affliction_(film)	http://dbpedia.org/resource/Affliction_(film)
321	Top_Gun_(1955_film)	http://dbpedia.org/resource/Top_Gun_(1955_film)
322	The_Matrix_(franchise)	http://dbpedia.org/resource/The_Matrix_(franchise)
323	Waking_the_Dead_(film)	http://dbpedia.org/resource/Waking_the_Dead_(film)
324	Universal_Soldier_(1992_film)	http://dbpedia.org/resource/Universal_Soldier_(1992_film)
325	Trial_by_Jury_(film)	http://dbpedia.org/resource/Trial_by_Jury_(film)
326	Lightning_Jack	http://dbpedia.org/resource/Lightning_Jack
327	Two_Girls_and_a_Guy	http://dbpedia.org/resource/Two_Girls_and_a_Guy
328	Glory_(1989_film)	http://dbpedia.org/resource/Glory_(1989_film)
329	To_Sir,_with_Love_II	http://dbpedia.org/resource/To_Sir,_with_Love_II
330	The_Original_Kings_of_Comedy	http://dbpedia.org/resource/The_Original_Kings_of_Comedy
331	Smilla's_Sense_of_Snow_(film)	http://dbpedia.org/resource/Smilla's_Sense_of_Snow_(film)
332	A_Streetcar_Named_Desire_(1951_film)	http://dbpedia.org/resource/A_Streetcar_Named_Desire_(1951_film)
333	Amityville_3-D	http://dbpedia.org/resource/Amityville_3-D
334	Laura_(1944_film)	http://dbpedia.org/resource/Laura_(1944_film)
335	Mephisto_(1981_film)	http://dbpedia.org/resource/Mephisto_(1981_film)
336	Drop_Dead_Fred	http://dbpedia.org/resource/Drop_Dead_Fred
337	The_Truth_About_Cats_&_Dogs	http://dbpedia.org/resource/The_Truth_About_Cats_&_Dogs
338	Darby_O'Gill_and_the_Little_People	http://dbpedia.org/resource/Darby_O'Gill_and_the_Little_People
339	Unstrung_Heroes	http://dbpedia.org/resource/Unstrung_Heroes
340	Child's_Play_(1988_film)	http://dbpedia.org/resource/Child's_Play_(1988_film)
