eid	pid	name	entity
79	1222	Full_Metal_Jacket	http://dbpedia.org/resource/Full_Metal_Jacket
80	1969	A_Nightmare_on_Elm_Street_2:_Freddy's_Revenge	http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_2:_Freddy's_Revenge
81	1431	Beverly_Hills_Ninja	http://dbpedia.org/resource/Beverly_Hills_Ninja
82	2947	Goldfinger_(film)	http://dbpedia.org/resource/Goldfinger_(film)
83	93	Vampire_in_Brooklyn	http://dbpedia.org/resource/Vampire_in_Brooklyn
84	233	Exotica_(film)	http://dbpedia.org/resource/Exotica_(film)
85	1096	Sophie's_Choice_(film)	http://dbpedia.org/resource/Sophie's_Choice_(film)
86	3551	Marathon_Man_(film)	http://dbpedia.org/resource/Marathon_Man_(film)
87	2087	Peter_Pan_(1953_film)	http://dbpedia.org/resource/Peter_Pan_(1953_film)
88	1355	Nightwatch_(1997_film)	http://dbpedia.org/resource/Nightwatch_(1997_film)
89	1967	Labyrinth_(film)	http://dbpedia.org/resource/Labyrinth_(film)
90	1936	Mrs._Miniver_(film)	http://dbpedia.org/resource/Mrs._Miniver_(film)
91	2072	The_'Burbs	http://dbpedia.org/resource/The_'Burbs
92	800	Lone_Star_(1996_film)	http://dbpedia.org/resource/Lone_Star_(1996_film)
93	3041	Meatballs_Part_II	http://dbpedia.org/resource/Meatballs_Part_II
94	3028	The_Taming_of_the_Shrew_(1967_film)	http://dbpedia.org/resource/The_Taming_of_the_Shrew_(1967_film)
95	851	Basquiat_(film)	http://dbpedia.org/resource/Basquiat_(film)
96	488	M._Butterfly_(film)	http://dbpedia.org/resource/M._Butterfly_(film)
97	333	Tommy_Boy	http://dbpedia.org/resource/Tommy_Boy
98	510	Poetic_Justice_(film)	http://dbpedia.org/resource/Poetic_Justice_(film)
99	3885	Love_&_Sex	http://dbpedia.org/resource/Love_&_Sex
100	2279	Urban_Legend_(film)	http://dbpedia.org/resource/Urban_Legend_(film)
101	2751	From_the_Hip_(film)	http://dbpedia.org/resource/From_the_Hip_(film)
102	2944	The_Dirty_Dozen:_Next_Mission	http://dbpedia.org/resource/The_Dirty_Dozen:_Next_Mission
103	3731	Cutter's_Way	http://dbpedia.org/resource/Cutter's_Way
104	3903	Urbania_(film)	http://dbpedia.org/resource/Urbania_(film)
105	3875	The_Devil_Rides_Out_(film)	http://dbpedia.org/resource/The_Devil_Rides_Out_(film)
106	436	Color_of_Night	http://dbpedia.org/resource/Color_of_Night
107	3784	Mad_Max_2	http://dbpedia.org/resource/Mad_Max_2
108	3179	Angela's_Ashes_(film)	http://dbpedia.org/resource/Angela's_Ashes_(film)
109	3584	Breathless_(1983_film)	http://dbpedia.org/resource/Breathless_(1983_film)
110	2088	Popeye_(1980_film)	http://dbpedia.org/resource/Popeye_(1980_film)
111	523	Ruby_in_Paradise	http://dbpedia.org/resource/Ruby_in_Paradise
112	258	A_Kid_in_King_Arthur's_Court	http://dbpedia.org/resource/A_Kid_in_King_Arthur's_Court
113	3878	X_the_Unknown	http://dbpedia.org/resource/X_the_Unknown
114	3672	Benji_(1974_film)	http://dbpedia.org/resource/Benji_(1974_film)
115	452	Widows'_Peak	http://dbpedia.org/resource/Widows'_Peak
116	3258	Death_Becomes_Her	http://dbpedia.org/resource/Death_Becomes_Her
117	3805	Knightriders	http://dbpedia.org/resource/Knightriders
118	2232	Cube_(film)	http://dbpedia.org/resource/Cube_(film)
119	3733	The_Paper_Chase_(film)	http://dbpedia.org/resource/The_Paper_Chase_(film)
120	340	The_War_(1994_film)	http://dbpedia.org/resource/The_War_(1994_film)
121	2774	Better_Than_Chocolate	http://dbpedia.org/resource/Better_Than_Chocolate
122	1624	A_Thousand_Acres_(film)	http://dbpedia.org/resource/A_Thousand_Acres_(film)
123	1464	Lost_Highway_(film)	http://dbpedia.org/resource/Lost_Highway_(film)
124	1973	Freddy's_Dead:_The_Final_Nightmare	http://dbpedia.org/resource/Freddy's_Dead:_The_Final_Nightmare
125	3434	Death_Wish_V:_The_Face_of_Death	http://dbpedia.org/resource/Death_Wish_V:_The_Face_of_Death
126	329	Star_Trek_Generations	http://dbpedia.org/resource/Star_Trek_Generations
127	3303	Black_Tar_Heroin_(film)	http://dbpedia.org/resource/Black_Tar_Heroin_(film)
128	379	Timecop	http://dbpedia.org/resource/Timecop
129	2114	The_Outsiders_(film)	http://dbpedia.org/resource/The_Outsiders_(film)
130	3498	Midnight_Express_(film)	http://dbpedia.org/resource/Midnight_Express_(film)
131	2469	Peggy_Sue_Got_Married	http://dbpedia.org/resource/Peggy_Sue_Got_Married
132	1749	The_Leading_Man	http://dbpedia.org/resource/The_Leading_Man
133	1487	Selena_(film)	http://dbpedia.org/resource/Selena_(film)
134	1837	The_Odd_Couple_II	http://dbpedia.org/resource/The_Odd_Couple_II
135	3610	Roustabout_(film)	http://dbpedia.org/resource/Roustabout_(film)
136	1854	Kissing_a_Fool	http://dbpedia.org/resource/Kissing_a_Fool
137	169	Free_Willy_2:_The_Adventure_Home	http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home
138	2160	Rosemary's_Baby_(film)	http://dbpedia.org/resource/Rosemary's_Baby_(film)
139	2611	The_Winslow_Boy_(1999_film)	http://dbpedia.org/resource/The_Winslow_Boy_(1999_film)
140	3555	U-571_(film)	http://dbpedia.org/resource/U-571_(film)
141	2574	The_Out-of-Towners_(1999_film)	http://dbpedia.org/resource/The_Out-of-Towners_(1999_film)
142	1601	Hoodlum_(film)	http://dbpedia.org/resource/Hoodlum_(film)
143	2645	Dracula_(1958_film)	http://dbpedia.org/resource/Dracula_(1958_film)
144	3339	Cross_of_Iron	http://dbpedia.org/resource/Cross_of_Iron
145	2015	The_Absent-Minded_Professor	http://dbpedia.org/resource/The_Absent-Minded_Professor
146	289	Only_You_(1994_film)	http://dbpedia.org/resource/Only_You_(1994_film)
147	1541	Addicted_to_Love_(film)	http://dbpedia.org/resource/Addicted_to_Love_(film)
148	3107	Backdraft_(film)	http://dbpedia.org/resource/Backdraft_(film)
149	1596	Career_Girls	http://dbpedia.org/resource/Career_Girls
150	1864	Sour_Grapes_(film)	http://dbpedia.org/resource/Sour_Grapes_(film)
151	1570	Tetsuo_II:_Body_Hammer	http://dbpedia.org/resource/Tetsuo_II:_Body_Hammer
152	2000	Lethal_Weapon	http://dbpedia.org/resource/Lethal_Weapon
153	3402	Turtle_Diary	http://dbpedia.org/resource/Turtle_Diary
154	903	Vertigo_(film)	http://dbpedia.org/resource/Vertigo_(film)
155	3547	Prick_Up_Your_Ears	http://dbpedia.org/resource/Prick_Up_Your_Ears
156	1522	Ripe_(film)	http://dbpedia.org/resource/Ripe_(film)
157	3776	Melody_Time	http://dbpedia.org/resource/Melody_Time
158	2441	The_Hi-Lo_Country	http://dbpedia.org/resource/The_Hi-Lo_Country
159	1191	Madonna:_Truth_or_Dare	http://dbpedia.org/resource/Madonna:_Truth_or_Dare
160	479	Judgment_Night_(film)	http://dbpedia.org/resource/Judgment_Night_(film)
161	2068	Fanny_and_Alexander	http://dbpedia.org/resource/Fanny_and_Alexander
162	2195	Dirty_Work_(1998_film)	http://dbpedia.org/resource/Dirty_Work_(1998_film)
163	1597	Conspiracy_Theory_(film)	http://dbpedia.org/resource/Conspiracy_Theory_(film)
164	3913	Barenaked_in_America	http://dbpedia.org/resource/Barenaked_in_America
165	3928	Abbott_and_Costello_Meet_Frankenstein	http://dbpedia.org/resource/Abbott_and_Costello_Meet_Frankenstein
166	375	Safe_Passage_(film)	http://dbpedia.org/resource/Safe_Passage_(film)
167	1214	Alien_(film)	http://dbpedia.org/resource/Alien_(film)
168	1472	City_of_Industry_(film)	http://dbpedia.org/resource/City_of_Industry_(film)
169	2492	20_Dates	http://dbpedia.org/resource/20_Dates
170	2297	What_Dreams_May_Come_(film)	http://dbpedia.org/resource/What_Dreams_May_Come_(film)
171	2107	Halloween_H20:_20_Years_Later	http://dbpedia.org/resource/Halloween_H20:_20_Years_Later
172	244	Gumby:_The_Movie	http://dbpedia.org/resource/Gumby:_The_Movie
173	1238	Local_Hero	http://dbpedia.org/resource/Local_Hero
174	2278	Ronin_(film)	http://dbpedia.org/resource/Ronin_(film)
175	2881	Double_Jeopardy_(film)	http://dbpedia.org/resource/Double_Jeopardy_(film)
176	271	Losing_Isaiah	http://dbpedia.org/resource/Losing_Isaiah
177	3008	Last_Night_(1998_film)	http://dbpedia.org/resource/Last_Night_(1998_film)
178	3576	The_Hidden_(film)	http://dbpedia.org/resource/The_Hidden_(film)
179	3155	Anna_and_the_King	http://dbpedia.org/resource/Anna_and_the_King
180	2617	The_Mummy_(1999_film)	http://dbpedia.org/resource/The_Mummy_(1999_film)
181	1167	Dear_God_(film)	http://dbpedia.org/resource/Dear_God_(film)
182	3374	Daughters_of_the_Dust	http://dbpedia.org/resource/Daughters_of_the_Dust
183	716	Switchblade_Sisters	http://dbpedia.org/resource/Switchblade_Sisters
184	1855	Krippendorf's_Tribe	http://dbpedia.org/resource/Krippendorf's_Tribe
185	3848	Silent_Fall	http://dbpedia.org/resource/Silent_Fall
186	3357	West	http://dbpedia.org/resource/East/West
187	2356	Celebrity_(film)	http://dbpedia.org/resource/Celebrity_(film)
188	2196	Knock_Off_(film)	http://dbpedia.org/resource/Knock_Off_(film)
189	648	Mission:_Impossible_(film)	http://dbpedia.org/resource/Mission:_Impossible_(film)
190	2753	The_Bedroom_Window	http://dbpedia.org/resource/The_Bedroom_Window
191	3159	Fantasia_2000	http://dbpedia.org/resource/Fantasia_2000
192	3105	Awakenings	http://dbpedia.org/resource/Awakenings
193	1438	Dante's_Peak	http://dbpedia.org/resource/Dante's_Peak
194	953	It's_a_Wonderful_Life_(1994_film)	http://dbpedia.org/resource/It's_a_Wonderful_Life_(1994_film)
195	10	GoldenEye	http://dbpedia.org/resource/GoldenEye
196	188	Prophecy_(film)	http://dbpedia.org/resource/Prophecy_(film)
197	1005	D3:_The_Mighty_Ducks	http://dbpedia.org/resource/D3:_The_Mighty_Ducks
198	1635	The_Ice_Storm_(film)	http://dbpedia.org/resource/The_Ice_Storm_(film)
199	2837	Bedrooms_and_Hallways	http://dbpedia.org/resource/Bedrooms_and_Hallways
200	2542	Lock,_Stock_and_Two_Smoking_Barrels	http://dbpedia.org/resource/Lock,_Stock_and_Two_Smoking_Barrels
201	2775	Howl's_Moving_Castle_(film)	http://dbpedia.org/resource/Howl's_Moving_Castle_(film)
202	2975	Best_Man_Wins	http://dbpedia.org/resource/Best_Man_Wins
203	3287	The_Tigger_Movie	http://dbpedia.org/resource/The_Tigger_Movie
204	2433	A_Civil_Action_(film)	http://dbpedia.org/resource/A_Civil_Action_(film)
205	292	Outbreak_(film)	http://dbpedia.org/resource/Outbreak_(film)
206	364	Leo_the_Lion:_King_of_the_Jungle	http://dbpedia.org/resource/Leo_the_Lion:_King_of_the_Jungle
207	2424	You've_Got_Mail	http://dbpedia.org/resource/You've_Got_Mail
208	2487	Blood,_Guts,_Bullets_and_Octane	http://dbpedia.org/resource/Blood,_Guts,_Bullets_and_Octane
209	3397	The_Great_Muppet_Caper	http://dbpedia.org/resource/The_Great_Muppet_Caper
210	805	A_Time_to_Kill_(1996_film)	http://dbpedia.org/resource/A_Time_to_Kill_(1996_film)
211	199	The_Umbrellas_of_Cherbourg	http://dbpedia.org/resource/The_Umbrellas_of_Cherbourg
212	517	Rising_Sun_(film)	http://dbpedia.org/resource/Rising_Sun_(film)
213	3147	The_Green_Mile_(film)	http://dbpedia.org/resource/The_Green_Mile_(film)
214	1370	Die_Hard_2	http://dbpedia.org/resource/Die_Hard_2
215	950	The_Thin_Man_Goes_Home	http://dbpedia.org/resource/The_Thin_Man_Goes_Home
216	99	Heidi_Fleiss:_Hollywood_Madam	http://dbpedia.org/resource/Heidi_Fleiss:_Hollywood_Madam
217	1021	Angels_in_the_Outfield_(1994_film)	http://dbpedia.org/resource/Angels_in_the_Outfield_(1994_film)
218	3769	Thunderbolt_and_Lightfoot	http://dbpedia.org/resource/Thunderbolt_and_Lightfoot
219	2464	Trick_or_Treat_(1986_film)	http://dbpedia.org/resource/Trick_or_Treat_(1986_film)
220	405	Highlander_III:_The_Sorcerer	http://dbpedia.org/resource/Highlander_III:_The_Sorcerer
221	1085	The_Old_Man_and_the_Sea_(1958_film)	http://dbpedia.org/resource/The_Old_Man_and_the_Sea_(1958_film)
222	3548	Auntie_Mame_(film)	http://dbpedia.org/resource/Auntie_Mame_(film)
223	3180	Play_It_to_the_Bone	http://dbpedia.org/resource/Play_It_to_the_Bone
224	1024	The_Three_Caballeros	http://dbpedia.org/resource/The_Three_Caballeros
225	957	The_Scarlet_Letter_(1926_film)	http://dbpedia.org/resource/The_Scarlet_Letter_(1926_film)
226	1276	Cool_Hand_Luke	http://dbpedia.org/resource/Cool_Hand_Luke
227	1363	The_Preacher's_Wife	http://dbpedia.org/resource/The_Preacher's_Wife
228	3331	My_Tutor	http://dbpedia.org/resource/My_Tutor
229	1636	Stag_Night	http://dbpedia.org/resource/Stag_Night
230	1411	Hamlet_(1996_film)	http://dbpedia.org/resource/Hamlet_(1996_film)
231	3045	Peter's_Friends	http://dbpedia.org/resource/Peter's_Friends
232	1903	Hav_Plenty	http://dbpedia.org/resource/Hav_Plenty
233	3218	Poison_(film)	http://dbpedia.org/resource/Poison_(film)
234	1405	Beavis_and_Butt-head_Do_America	http://dbpedia.org/resource/Beavis_and_Butt-head_Do_America
235	2468	Jumpin'_Jack_Flash_(film)	http://dbpedia.org/resource/Jumpin'_Jack_Flash_(film)
236	3350	A_Raisin_in_the_Sun_(1961_film)	http://dbpedia.org/resource/A_Raisin_in_the_Sun_(1961_film)
237	2397	Mass_Appeal_(film)	http://dbpedia.org/resource/Mass_Appeal_(film)
238	3643	The_Fighting_Seabees	http://dbpedia.org/resource/The_Fighting_Seabees
239	2109	The_Jerk	http://dbpedia.org/resource/The_Jerk
240	3431	Death_Wish_II	http://dbpedia.org/resource/Death_Wish_II
241	2693	Trekkies_(film)	http://dbpedia.org/resource/Trekkies_(film)
242	1232	Stalker_(1979_film)	http://dbpedia.org/resource/Stalker_(1979_film)
243	3347	Never_Cry_Wolf_(film)	http://dbpedia.org/resource/Never_Cry_Wolf_(film)
244	2429	Mighty_Joe_Young_(1998_film)	http://dbpedia.org/resource/Mighty_Joe_Young_(1998_film)
245	2622	A_Midsummer_Night's_Dream_(1999_film)	http://dbpedia.org/resource/A_Midsummer_Night's_Dream_(1999_film)
246	1675	Incognito_(1937_film)	http://dbpedia.org/resource/Incognito_(1937_film)
247	1334	The_Blob_(1988_film)	http://dbpedia.org/resource/The_Blob_(1988_film)
248	408	8_Seconds	http://dbpedia.org/resource/8_Seconds
249	1000	Curdled_(film)	http://dbpedia.org/resource/Curdled_(film)
250	3062	The_Longest_Day_(film)	http://dbpedia.org/resource/The_Longest_Day_(film)
251	1083	The_Great_Race	http://dbpedia.org/resource/The_Great_Race
252	3918	Hellbound:_Hellraiser_II	http://dbpedia.org/resource/Hellbound:_Hellraiser_II
253	197	The_Stars_Fell_on_Henrietta	http://dbpedia.org/resource/The_Stars_Fell_on_Henrietta
254	2032	The_Barefoot_Executive	http://dbpedia.org/resource/The_Barefoot_Executive
255	486	Life_with_Mikey	http://dbpedia.org/resource/Life_with_Mikey
256	2434	Down_in_the_Delta	http://dbpedia.org/resource/Down_in_the_Delta
257	3343	And_God_Created_Woman_(1988_film)	http://dbpedia.org/resource/And_God_Created_Woman_(1988_film)
258	1408	The_Last_of_the_Mohicans_(1992_film)	http://dbpedia.org/resource/The_Last_of_the_Mohicans_(1992_film)
259	1613	Star_Maps_(film)	http://dbpedia.org/resource/Star_Maps_(film)
260	2727	Killer's_Kiss	http://dbpedia.org/resource/Killer's_Kiss
261	2418	Nothing_in_Common	http://dbpedia.org/resource/Nothing_in_Common
262	220	Castle_Freak	http://dbpedia.org/resource/Castle_Freak
263	1904	Henry_Fool	http://dbpedia.org/resource/Henry_Fool
264	1056	Jude_(film)	http://dbpedia.org/resource/Jude_(film)
265	3079	Mansfield_Park_(film)	http://dbpedia.org/resource/Mansfield_Park_(film)
266	671	Mystery_Science_Theater_3000:_The_Movie	http://dbpedia.org/resource/Mystery_Science_Theater_3000:_The_Movie
267	2050	Herbie_Goes_Bananas	http://dbpedia.org/resource/Herbie_Goes_Bananas
268	2410	Rocky_III	http://dbpedia.org/resource/Rocky_III
269	2268	A_Few_Good_Men	http://dbpedia.org/resource/A_Few_Good_Men
270	3161	Onegin_(film)	http://dbpedia.org/resource/Onegin_(film)
271	2169	Dead_Man_on_Campus	http://dbpedia.org/resource/Dead_Man_on_Campus
272	2644	Dracula_(1931_English-language_film)	http://dbpedia.org/resource/Dracula_(1931_English-language_film)
273	490	Malice_(film)	http://dbpedia.org/resource/Malice_(film)
274	2669	Pork_Chop_Hill	http://dbpedia.org/resource/Pork_Chop_Hill
275	2408	Cocoon:_The_Return	http://dbpedia.org/resource/Cocoon:_The_Return
276	1681	Mortal_Kombat:_Annihilation	http://dbpedia.org/resource/Mortal_Kombat:_Annihilation
277	3925	Stranger_Than_Paradise	http://dbpedia.org/resource/Stranger_Than_Paradise
278	1869	Black_Dog_(film)	http://dbpedia.org/resource/Black_Dog_(film)
279	326	To_Live_(1994_film)	http://dbpedia.org/resource/To_Live_(1994_film)
280	2745	The_Mission_(1986_film)	http://dbpedia.org/resource/The_Mission_(1986_film)
281	2994	Sin_City_(film)	http://dbpedia.org/resource/Sin_City_(film)
282	2518	Night_Shift_(film)	http://dbpedia.org/resource/Night_Shift_(film)
283	457	The_Fugitive_(1993_film)	http://dbpedia.org/resource/The_Fugitive_(1993_film)
284	2717	Ghostbusters_II	http://dbpedia.org/resource/Ghostbusters_II
285	2180	Torn_Curtain	http://dbpedia.org/resource/Torn_Curtain
286	2659	It_Came_from_Hollywood	http://dbpedia.org/resource/It_Came_from_Hollywood
287	2106	Swing_Kids_(film)	http://dbpedia.org/resource/Swing_Kids_(film)
288	1518	Breakdown	http://dbpedia.org/resource/Breakdown
289	2414	Young_Sherlock_Holmes	http://dbpedia.org/resource/Young_Sherlock_Holmes
290	96	In_the_Bleak_Midwinter_(film)	http://dbpedia.org/resource/In_the_Bleak_Midwinter_(film)
291	850	Cyclo_(film)	http://dbpedia.org/resource/Cyclo_(film)
292	1111	Microcosmos_(film)	http://dbpedia.org/resource/Microcosmos_(film)
293	3824	Autumn_in_New_York_(film)	http://dbpedia.org/resource/Autumn_in_New_York_(film)
294	1500	Grosse_Pointe_Blank	http://dbpedia.org/resource/Grosse_Pointe_Blank
295	2971	All_That_Jazz_(film)	http://dbpedia.org/resource/All_That_Jazz_(film)
296	3728	One_False_Move	http://dbpedia.org/resource/One_False_Move
297	3710	Action_Jackson_(1988_film)	http://dbpedia.org/resource/Action_Jackson_(1988_film)
298	2627	Endurance_(film)	http://dbpedia.org/resource/Endurance_(film)
299	2862	Caligula_(film)	http://dbpedia.org/resource/Caligula_(film)
300	779	'Til_There_Was_You	http://dbpedia.org/resource/'Til_There_Was_You
301	3743	Boys_and_Girls_(2000_film)	http://dbpedia.org/resource/Boys_and_Girls_(2000_film)
302	3730	Conversation_Piece_(film)	http://dbpedia.org/resource/Conversation_Piece_(film)
303	2479	Gloria_(1980_film)	http://dbpedia.org/resource/Gloria_(1980_film)
304	1666	Hugo_Pool	http://dbpedia.org/resource/Hugo_Pool
305	3529	The_Postman_Always_Rings_Twice_(1981_film)	http://dbpedia.org/resource/The_Postman_Always_Rings_Twice_(1981_film)
306	1471	Boys_Life_2	http://dbpedia.org/resource/Boys_Life_2
307	3638	Moonraker_(film)	http://dbpedia.org/resource/Moonraker_(film)
308	41	Richard_III_(1995_film)	http://dbpedia.org/resource/Richard_III_(1995_film)
309	155	Beyond_Rangoon	http://dbpedia.org/resource/Beyond_Rangoon
310	1719	The_Sweet_Hereafter_(film)	http://dbpedia.org/resource/The_Sweet_Hereafter_(film)
311	711	Flipper_(1996_film)	http://dbpedia.org/resource/Flipper_(1996_film)
312	3094	Maurice_(film)	http://dbpedia.org/resource/Maurice_(film)
313	1941	Hamlet_(1948_film)	http://dbpedia.org/resource/Hamlet_(1948_film)
314	1352	Albino_Alligator	http://dbpedia.org/resource/Albino_Alligator
315	1380	Grease_(film)	http://dbpedia.org/resource/Grease_(film)
316	3702	Mad_Max	http://dbpedia.org/resource/Mad_Max
317	939	The_Reluctant_Debutante_(film)	http://dbpedia.org/resource/The_Reluctant_Debutante_(film)
318	2267	Mortal_Thoughts	http://dbpedia.org/resource/Mortal_Thoughts
319	3821	Nutty_Professor_II:_The_Klumps	http://dbpedia.org/resource/Nutty_Professor_II:_The_Klumps
