pid	name	provider_id	genre	pop_item	pop_provider
100	City Hall (1996)	23213	Drama	0.013176144244105409	0.017935724763301773
101	Bottle Rocket (1996)	5655	Comedy	0.2434119278779473	0.06460861448193092
102	Mr. Wrong (1996)	14692	Comedy	0.20700416088765602	0.011734897986398186
104	Happy Gilmore (1996)	17494	Comedy	0.009015256588072122	0.07360981464195226
105	Bridges of Madison County, The (1995)	190	Drama	0.231622746185853	0.17228963861848245
107	Muppet Treasure Island (1996)	65298	Adventure	0.0769764216366158	0.01920256034137885
108	Catwalk (1995)	64077	Documentary	0.22399445214979197	0.00013335111348179759
110	Braveheart (1995)	2461	Action	0.0651872399445215	0.13281770902787038
111	Taxi Driver (1976)	1032	Drama	0.06484049930651872	0.27797039605280704
113	Before and After (1996)	23393	Drama	0.108876560332871	0.024069875983464464
114	Margaret's Museum (1995)	184475	Drama	0.16470180305131762	0.0003333777837044939
116	Anne Frank Remembered (1995)	82293	Documentary	0.6012482662968099	0.001600213361781571
117	Young Poisoner's Handbook, The (1995)	81020	Crime	0.1553398058252427	0.0020002667022269638
118	If Lucy Fell (1996)	68185	Comedy	0.27045769764216365	0.0023336444859314576
119	Steal Big, Steal Little (1995)	-1	Comedy	0.11130374479889044	0.0
121	Boys of St. Vincent, The (1993)	60295	Drama	0.04299583911234397	0.005867448993199093
122	Boomerang (1992)	68215	Comedy	0.20700416088765602	0.014935324709961327
125	Flirting With Disaster (1996)	17883	Comedy	0.10644937586685159	0.06020802773703161
126	NeverEnding Story III, The (1994)	16589	Adventure	0.06414701803051318	0.013335111348179758
129	Pie in the Sky (1995)	122583	Comedy	0.23335644937586686	0.0006667555674089878
131	Frankie Starlight (1995)	125543	Drama	0.14840499306518723	0.00040005334044539273
132	Jade (1995)	15175	Thriller	0.6296809986130375	0.09367915722096279
135	Down Periscope (1996)	12920	Comedy	0.09396671289875173	0.010734764635284704
137	Man of the Year (1995)	45382	Documentary	0.38106796116504854	0.0003333777837044939
141	Birdcage, The (1996)	5342	Comedy	0.1848127600554785	0.137685024669956
144	Brothers McMullen, The (1995)	12833	Comedy	0.6310679611650486	0.01540205360714762
145	Bad Boys (1995)	865	Action	0.13210818307905686	0.11774903320442726
146	Amazing Panda Adventure, The (1995)	56828	Adventure	0.7115117891816921	0.026670222696359516
147	Basketball Diaries, The (1995)	65390	Drama	0.12864077669902912	0.005667422322976397
148	Awfully Big Adventure, An (1995)	10723	Drama	0.30755894590846045	0.10048006400853447
149	Amateur (1994)	91343	Crime	0.22260748959778087	0.010201360181357514
150	Apollo 13 (1995)	6159	Drama	0.17128987517337033	0.29443925856780906
152	Addiction, The (1995)	39104	Horror	0.22295423023578365	0.02693692492332311
153	Batman Forever (1995)	5572	Action	0.08807212205270458	0.1374183224429924
154	Belle de jour (1967)	793	Drama	0.10540915395284327	0.006267502333644486
155	Beyond Rangoon (1995)	19665	Drama	0.2992371705963939	0.07434324576610214
156	Blue in the Face (1995)	39819	Comedy	0.41123439667128986	0.03427123616482198
157	Canadian Bacon (1994)	17087	Comedy	0.17787794729542303	0.010001333511134818
158	Casper (1995)	11887	Adventure	0.18550624133148405	0.01940258701160155
159	Clockers (1995)	5281	Drama	0.3418862690707351	0.10848113081744233
160	Congo (1995)	664	Action	0.20631067961165048	0.08501133484464596
161	Crimson Tide (1995)	893	Drama	0.5277392510402219	0.1598879850646753
162	Crumb (1994)	17447	Documentary	0.43828016643550627	0.021202827043605814
163	Desperado (1995)	2294	Action	0.05547850208044383	0.104747299639952
164	Devil in a Blue Dress (1995)	21712	Crime	0.3259361997226075	0.024803307107614348
165	Die Hard: With a Vengeance (1995)	1090	Action	0.03432732316227462	0.3293105747432991
166	Doom Generation, The (1995)	19224	Comedy	0.6085298196948682	0.0032671022803040404
167	Feast of July (1995)	68774	Drama	0.20804438280166435	0.0
168	First Knight (1995)	3415	Action	0.4320388349514563	0.149553273769836
169	Free Willy 2: The Adventure Home (1995)	56998	Adventure	0.22260748959778087	0.020469395919455926
170	Hackers (1995)	1978	Action	0.0319001386962552	0.023003067075610083
172	Johnny Mnemonic (1995)	59997	Action	0.09327323162274619	0.016802240298706493
173	Judge Dredd (1995)	33279	Action	0.09153952843273232	0.028403787171622882
174	Jury Duty (1995)	58316	Comedy	0.14909847434119278	0.006200826776903587
175	Kids (1995)	51917	Drama	0.3945908460471567	0.008667822376316843
176	Living in Oblivion (1995)	6400	Comedy	0.12274618585298197	0.01046806240832111
177	Lord of Illusions (1995)	31211	Horror	0.11338418862690708	0.004133884517935725
178	Love & Human Remains (1993)	14089	Comedy	0.34778085991678226	0.0006667555674089878
179	Mad Love (1995)	42617	Drama	0.1036754507628294	0.01313508467795706
180	Mallrats (1995)	19303	Comedy	0.5079750346740638	0.16682224296572876
181	Mighty Morphin Power Rangers: The Movie (1995)	42111	Action	0.16331484049930653	0.009134551273503135
182	Moonlight and Valentino (1995)	44847	Drama	0.013522884882108182	0.04133884517935725
183	Mute Witness (1994)	58384	Thriller	0.06934812760055478	0.010734764635284704
184	Nadja (1994)	54469	Drama	0.07142857142857142	0.007534337911721563
185	Net, The (1995)	11472	Sci-Fi	0.2406380027739251	0.019469262568342447
186	Nine Months (1995)	10965	Comedy	0.17718446601941748	0.10334711294839312
187	Party Girl (1995)	56714	Comedy	0.08668515950069348	0.008467795706094145
188	Prophecy, The (1995)	28902	Horror	0.15950069348127602	0.007601013468462462
189	Reckless (1995)	26487	Comedy	0.030166435506241332	0.0007334311241498867
190	Safe (1995)	16863	Thriller	0.11685159500693482	0.009801306840912122
191	Scarlet Letter, The (1995)	8965	Drama	0.12447988904299584	0.04147219629283905
193	Showgirls (1995)	10491	Drama	0.0319001386962552	0.2367649019869316
194	Smoke (1995)	39819	Drama	0.13869625520110956	0.03427123616482198
195	Something to Talk About (1995)	5306	Comedy	0.22711511789181693	0.07127617015602081
196	Species (1995)	21370	Horror	0.28606102635228847	0.0494732631017469
197	Stars Fell on Henrietta, The (1995)	408	Drama	0.26386962552011095	0.0006667555674089878
198	Strange Days (1995)	14392	Action	0.029472954230235784	0.0273369782637685
199	Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)	24882	Drama	0.02288488210818308	0.004133884517935725
200	Tie That Binds, The (1995)	17880	Thriller	0.05062413314840499	0.00026670222696359517
201	Three Wishes (1995)	63713	Drama	0.0159500693481276	0.018602480330710762
202	Total Eclipse (1995)	1128	Drama	0.3737864077669903	0.01713561808241099
203	To Wong Foo, Thanks for Everything! Julie Newmar (1995)	-1	Comedy	0.34119278779472956	0.0
204	Under Siege 2: Dark Territory (1995)	32277	Action	0.17995839112343967	0.031404187224963326
205	Unstrung Heroes (1995)	3092	Comedy	0.010402219140083218	0.009601280170689425
206	Unzipped (1995)	588623	Documentary	0.08495145631067962	0.002466995599413255
207	Walk in the Clouds, A (1995)	22767	Drama	0.07662968099861303	0.040738765168689156
208	Waterworld (1995)	8300	Action	0.018377253814147017	0.03473796506200827
209	White Man's Burden (1995)	73494	Drama	0.6015950069348127	0.0010001333511134819
211	Browning Version, The (1994)	6111	Drama	0.019764216366158115	0.050940125350046675
212	Bushwhacked (1995)	17309	Comedy	0.09639389736477115	0.0005334044539271903
213	Burnt By the Sun (Utomlyonnye solntsem) (1994)	82796	Drama	0.5242718446601942	0.005467395652753701
215	Before Sunrise (1995)	564	Drama	0.42718446601941745	0.011801573543139085
216	Billy Madison (1995)	57691	Comedy	0.08148404993065188	0.020802773703160422
217	Babysitter, The (1995)	43468	Drama	0.2815533980582524	0.00220029337244966
218	Boys on the Side (1995)	18378	Comedy	0.0239251040221914	0.055807440992132286
219	Cure, The (1995)	44990	Drama	0.688626907073509	0.000600080010668089
220	Castle Freak (1995)	27991	Horror	0.011095700416088766	0.00993465795439392
222	Circle of Friends (1995)	19969	Drama	0.03571428571428571	0.018402453660488066
223	Clerks (1994)	19303	Comedy	0.3536754507628294	0.16682224296572876
224	Don Juan DeMarco (1995)	25210	Comedy	0.14701803051317613	0.014668622482997733
225	Disclosure (1994)	8246	Drama	0.02565880721220527	0.24309907987731696
227	Drop Zone (1994)	12840	Action	0.10575589459084604	0.035004667288971864
228	Destiny Turns on the Radio (1995)	58154	Comedy	0.03294036061026352	0.00020002667022269636
229	Death and the Maiden (1994)	3556	Drama	0.2503467406380028	0.10001333511134818
230	Dolores Claiborne (1994)	18596	Drama	0.05131761442441054	0.04620616082144286
231	Dumb & Dumber (1994)	7396	Comedy	0.01699029126213592	0.021469529270569408
233	Exotica (1994)	56205	Drama	0.03432732316227462	0.029337244965995466
234	Exit to Eden (1994)	1201	Comedy	0.10991678224687934	0.08727830377383651
235	Ed Wood (1994)	510	Comedy	0.4348127600554785	0.3929190558741166
236	French Kiss (1995)	8844	Comedy	0.2250346740638003	0.09247899719962661
237	Forget Paris (1995)	7904	Comedy	0.11026352288488211	0.013335111348179758
238	Far From Home: The Adventures of Yellow Dog (1995)	148119	Adventure	0.07004160887656033	0.0020002667022269638
239	Goofy Movie, A (1995)	15775	Animation	0.04160887656033287	0.02353647152953727
240	Hideaway (1995)	57090	Thriller	0.05513176144244106	0.03233764501933591
241	Fluke (1995)	87695	Children's	0.09327323162274619	0.0007334311241498867
242	Farinelli: il castrato (1994)	67794	Drama	0.04507628294036061	0.0036004800640085347
243	Gordy (1995)	1566166	Comedy	0.014216366158113732	0.00020002667022269636
244	Gumby: The Movie (1995)	129534	Animation	0.027739251040221916	0.0004667288971862915
245	Glass Shield, The (1994)	97755	Crime	0.343619972260749	0.00040005334044539273
246	Hoop Dreams (1994)	122449	Documentary	0.049237170596393896	0.03380450726763568
247	Heavenly Creatures (1994)	108	Drama	0.21428571428571427	0.040805440725430055
248	Houseguest (1994)	77121	Comedy	0.09604715672676838	0.00493399119882651
249	Immortal Beloved (1994)	57851	Drama	0.06900138696255201	0.019535938125083346
250	Heavyweights (1994)	32593	Children's	0.09604715672676838	0.0008667822376316843
251	Hunted, The (1995)	1203	Action	0.0159500693481276	0.0004667288971862915
252	I.Q. (1994)	64061	Comedy	0.11165048543689321	0.03160421389518602
253	Interview with the Vampire (1994)	17016	Drama	0.0048543689320388345	0.10408054407254301
254	Jefferson in Paris (1995)	54441	Drama	0.02011095700416089	0.046472863048406456
255	Jerky Boys, The (1994)	73668	Comedy	0.3671983356449376	0.0020002667022269638
256	Junior (1994)	8858	Comedy	0.3217753120665742	0.21749566608881185
257	Just Cause (1995)	56872	Mystery	0.004160887656033287	0.0033337778370449394
258	Kid in King Arthur's Court, A (1995)	62043	Adventure	0.10194174757281553	0.005134017869049206
259	Kiss of Death (1995)	23393	Crime	0.10159500693481276	0.024069875983464464
260	Star Wars: Episode IV - A New Hope (1977)	1	Action	0.11685159500693482	0.30870782771036137
261	Little Women (1994)	58094	Drama	0.18411927877947296	0.009801306840912122
263	Ladybird Ladybird (1994)	15488	Drama	0.10714285714285714	0.002600346712895053
265	Like Water for Chocolate (Como agua para chocolate) (1992)	22767	Drama	0.24271844660194175	0.040738765168689156
266	Legends of the Fall (1994)	9181	Drama	0.42995839112343964	0.11761568209094546
267	Major Payne (1994)	14692	Comedy	0.017337031900138695	0.011734897986398186
270	Love Affair (1994)	58463	Drama	0.3723994452149792	0.007534337911721563
271	Losing Isaiah (1995)	15912	Drama	0.19348127600554785	0.006400853447126284
272	Madness of King George, The (1994)	55476	Drama	0.08668515950069348	0.02426990265368716
273	Mary Shelley's Frankenstein (1994)	11181	Drama	0.1036754507628294	0.10074676623549807
274	Man of the House (1995)	27444	Comedy	0.2031900138696255	0.0006667555674089878
275	Mixed Nuts (1994)	9248	Comedy	0.22850208044382803	0.06460861448193092
276	Milk Money (1994)	24318	Comedy	0.21185852981969486	0.038538471796239496
277	Miracle on 34th Street (1994)	24939	Drama	0.0544382801664355	0.02580344045872783
278	Miami Rhapsody (1995)	5065	Comedy	0.11754507628294036	0.0014668622482997733
279	My Family (1995)	16395	Drama	0.2895284327323162	0.00880117348979864
281	Nobody's Fool (1994)	6729	Drama	0.1927877947295423	0.033604480597412986
282	Nell (1994)	10781	Drama	0.049237170596393896	0.046472863048406456
283	New Jersey Drive (1995)	17278	Crime	0.10575589459084604	0.0073343112414988665
288	Natural Born Killers (1994)	1152	Action	0.0891123439667129	0.1589545272703027
289	Only You (1994)	13563	Comedy	0.09223300970873786	0.11928257100946793
290	Once Were Warriors (1994)	7256	Crime	0.036061026352288486	0.017669022536338178
291	Poison Ivy II (1995)	2873	Thriller	0.01872399445214979	0.0016668889185224697
292	Outbreak (1995)	5231	Action	0.030166435506241332	0.17729030537404988
294	Perez Family, The (1995)	6495	Comedy	0.06796116504854369	0.003400453393785838
295	Pyromaniac's Love Story, A (1995)	23757	Comedy	0.10090152565880721	0.0007334311241498867
296	Pulp Fiction (1994)	138	Crime	0.30513176144244103	0.18309107881050807
297	Panther (1995)	16214	Drama	0.23231622746185854	0.0008667822376316843
298	Pushing Hands (1992)	1614	Comedy	0.05929264909847434	0.060608081077477
299	Priest (1994)	42617	Drama	0.22434119278779474	0.01313508467795706
300	Quiz Show (1994)	4135	Drama	0.07004160887656033	0.07347646352847047
301	Picture Bride (1995)	994323	Drama	0.1022884882108183	0.0014668622482997733
303	Quick and the Dead, The (1995)	7623	Action	0.13002773925104022	0.1360181357514335
304	Roommates (1995)	12804	Comedy	0.4455617198335645	0.0220696092812375
306	Three Colors: Red (1994)	1126	Drama	0.32281553398058255	0.033204427256967595
307	Three Colors: Blue (1993)	1126	Drama	0.16747572815533981	0.033204427256967595
308	Three Colors: White (1994)	1126	Drama	0.25970873786407767	0.033204427256967595
309	Red Firecracker, Green Firecracker (1994)	-1	Drama	0.39875173370319	0.0
310	Rent-a-Kid (1995)	45642	Comedy	0.7222607489597781	0.00020002667022269636
312	Stuart Saves His Family (1995)	1524	Comedy	0.49133148404993066	0.20056007467662354
313	Swan Princess, The (1994)	107274	Animation	0.5020804438280166	0.003200426723563142
314	Secret of Roan Inish, The (1994)	102445	Drama	0.3127600554785021	0.0605414055207361
315	Specialist, The (1994)	26648	Action	0.31345353675450766	0.01813575143352447
316	Stargate (1994)	6046	Action	0.32038834951456313	0.12935058007734365
317	Santa Clause, The (1994)	58072	Children's	0.019070735090152564	0.02400320042672356
318	Shawshank Redemption, The (1994)	4027	Drama	0.08009708737864078	0.16142152286971595
319	Shallow Grave (1994)	2034	Thriller	0.17406380027739252	0.06140818775836778
320	Suture (1993)	101444	Film-Noir	0.1459778085991678	0.0010001333511134819
322	Swimming with Sharks (1995)	57028	Comedy	0.11754507628294036	0.007801040138685158
324	Sum of Us, The (1994)	72629	Comedy	0.18030513176144244	0.0011334844645952793
325	National Lampoon's Senior Trip (1995)	64030	Comedy	0.1768377253814147	0.025936791572209628
326	To Live (Huozhe) (1994)	15335	Drama	0.1612343966712899	0.0026670222696359514
327	Tank Girl (1995)	56891	Action	0.08183079056865465	0.021469529270569408
328	Tales From the Crypt Presents: Demon Knight (1995)	15521	Horror	0.23370319001386963	0.012468329110548073
329	Star Trek: Generations (1994)	2380	Action	0.23474341192787795	0.04360581410854781
330	Tales from the Hood (1995)	141825	Comedy	0.3356449375866852	0.008401120149353247
331	Tom & Viv (1994)	58080	Drama	0.1276005547850208	0.003133751166822243
332	Village of the Damned (1995)	11770	Horror	0.07975034674063801	0.21382851046806242
333	Tommy Boy (1995)	13426	Comedy	0.22399445214979197	0.025603413788505135
334	Vanya on 42nd Street (1994)	15389	Drama	0.5738557558945908	0.017402320309374584
335	Underneath, The (1995)	1884	Mystery	0.0412621359223301	0.1423523136418189
336	Walking Dead, The (1995)	76705	Drama	0.27600554785020803	0.0005334044539271903
337	What's Eating Gilbert Grape (1993)	5306	Drama	0.20249653259361997	0.07127617015602081
338	Virtuosity (1995)	57090	Sci-Fi	0.6189320388349514	0.03233764501933591
340	War, The (1994)	18250	Adventure	0.1393897364771151	0.026670222696359516
341	Double Happiness (1994)	1230367	Drama	0.1463245492371706	0.0012668355780770769
342	Muriel's Wedding (1994)	3045	Comedy	0.0970873786407767	0.049673289771969595
343	Baby-Sitters Club, The (1995)	83313	Children's	0.14909847434119278	0.0016668889185224697
344	Ace Ventura: Pet Detective (1994)	4499	Comedy	0.12725381414701803	0.10141352180290705
345	Adventures of Priscilla, Queen of the Desert, The (1994)	-1	Comedy	0.22642163661581138	0.0
346	Backbeat (1993)	1978	Drama	0.2153259361997226	0.023003067075610083
347	Bitter Moon (1992)	3556	Drama	0.1317614424410541	0.10001333511134818
348	Bullets Over Broadway (1994)	1243	Comedy	0.14285714285714285	0.3123083077743699
349	Clear and Present Danger (1994)	13015	Action	0.25346740638002774	0.16108814508601146
350	Client, The (1994)	5572	Drama	0.07836338418862691	0.1374183224429924
351	Corrina, Corrina (1994)	16853	Comedy	0.08633841886269071	0.008934524603280437
352	Crooklyn (1994)	5281	Comedy	0.0572122052704577	0.10848113081744233
353	Crow, The (1994)	21085	Action	0.1022884882108183	0.06947593012401654
354	Cobb (1994)	4037	Drama	0.10194174757281553	0.09841312174956661
355	Flintstones, The (1994)	13581	Children's	0.14181692094313453	0.02020269369249233
356	Forrest Gump (1994)	24	Comedy	0.014563106796116505	0.5714095212695026
357	Four Weddings and a Funeral (1994)	10723	Comedy	0.028779472954230237	0.10048006400853447
358	Higher Learning (1995)	6482	Drama	0.02808599167822469	0.025536738231764236
359	I Like It Like That (1994)	81727	Comedy	0.09119278779472954	0.0007334311241498867
361	It Could Happen to You (1994)	41550	Drama	0.029472954230235784	0.03653820509401254
364	Lion King, The (1994)	15812	Animation	0.0891123439667129	0.04313908521136151
365	Little Buddha (1993)	4956	Drama	0.29056865464632453	0.030470729430590746
366	Wes Craven's New Nightmare (1994)	5140	Horror	0.10922330097087378	0.11761568209094546
367	Mask, The (1994)	26713	Comedy	0.08183079056865465	0.0716762234964662
368	Maverick (1994)	7187	Action	0.16192787794729543	0.3411121482864382
369	Mrs. Parker and the Vicious Circle (1994)	72427	Drama	0.23717059639389737	0.008334444592612348
371	Paper, The (1994)	6159	Comedy	0.3352981969486824	0.29443925856780906
372	Reality Bites (1994)	7399	Comedy	0.1941747572815534	0.02513668489131884
373	Red Rock West (1992)	21053	Thriller	0.17094313453536755	0.009401253500466729
374	Richie Rich (1994)	18281	Children's	0.19833564493758668	0.043739165222029606
375	Safe Passage (1994)	83588	Drama	0.28398058252427183	0.0004667288971862915
376	River Wild, The (1994)	323	Action	0.12968099861303745	0.15148686491532204
377	Speed (1994)	2209	Action	0.10540915395284327	0.1428857180957461
379	Timecop (1994)	37710	Action	0.10818307905686546	0.08734497933057742
380	True Lies (1994)	2710	Action	0.06067961165048544	0.5399386584877984
381	When a Man Loves a Woman (1994)	46085	Drama	0.0638002773925104	0.012735031337511669
382	Wolf (1994)	5342	Drama	0.05547850208044383	0.137685024669956
383	Wyatt Earp (1994)	8844	Western	0.170249653259362	0.09247899719962661
384	Bad Company (1995)	42301	Action	0.3828016643550624	0.001200160021336178
385	Man of No Importance, A (1994)	158634	Drama	0.119625520110957	0.00026670222696359517
386	S.F.W. (1994)	72125	Drama	0.26525658807212205	0.0010001333511134819
387	Low Down Dirty Shame, A (1994)	35689	Action	0.010055478502080445	0.026403520469395918
388	Boys Life (1995)	1399841	Drama	0.23335644937586686	0.003467128950526737
390	Faster Pussycat! Kill! Kill! (1965)	4590	Action	0.26282940360610263	0.0023336444859314576
391	Jason's Lyric (1994)	67896	Crime	0.18723994452149792	0.0035338045072676356
392	Secret Adventures of Tom Thumb, The (1993)	80537	Adventure	0.017337031900138695	0.000933457794372583
393	Street Fighter (1994)	1726	Action	0.6022884882108183	0.0036671556207494333
394	Coldblooded (1995)	486	Action	0.036061026352288486	0.0005334044539271903
405	Highlander III: The Sorcerer (1994)	53599	Action	0.2035367545076283	0.008134417922389652
407	In the Mouth of Madness (1995)	11770	Horror	0.22468793342579751	0.21382851046806242
408	8 Seconds (1994)	16513	Drama	0.036061026352288486	0.07881050806774237
409	Above the Rim (1994)	88060	Drama	0.06414701803051318	0.006267502333644486
410	Addams Family Values (1993)	5174	Comedy	0.41123439667128986	0.26423523136418187
411	You So Crazy (1994)	15106	Comedy	0.25208044382801664	0.027136951593545806
412	Age of Innocence, The (1993)	1032	Drama	0.0384882108183079	0.27797039605280704
413	Airheads (1994)	7145	Comedy	0.2753120665742025	0.06827577010268036
414	Air Up There, The (1994)	12988	Comedy	0.049237170596393896	0.0382717695692759
415	Another Stakeout (1993)	12840	Comedy	0.0412621359223301	0.035004667288971864
417	Barcelona (1994)	78188	Comedy	0.054785020804438284	0.012868382450993466
418	Being Human (1993)	68687	Drama	0.17995839112343967	0.016468862515002
419	Beverly Hillbillies, The (1993)	58448	Comedy	0.0544382801664355	0.06280837444992665
420	Beverly Hills Cop III (1994)	4610	Action	0.4431345353675451	0.19495932791038806
421	Black Beauty (1994)	1901	Adventure	0.2260748959778086	0.0046006134151220165
422	Blink (1994)	10781	Thriller	0.14528432732316227	0.046472863048406456
423	Blown Away (1994)	2042	Action	0.130374479889043	0.0880784104547273
424	Blue Chips (1994)	15175	Drama	0.13453536754507628	0.09367915722096279
425	Blue Sky (1994)	32765	Drama	0.5162968099861304	0.010334711294839313
